ID,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
seq320,0.00,0.00,0.00,0.00,1.67,2.33,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.67,0.00,1.00,1.00,0.00,0.00, 
seq321,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.67,1.00, 
seq322,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq323,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.67,1.00, 
seq324,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,1.00,0.00, 
seq325,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq326,1.50,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.67,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00, 
seq327,0.00,0.00,0.00,0.00,0.00,1.50,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.50,0.00,0.00,0.00,1.00, 
seq328,1.00,1.00,0.00,1.67,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.67,0.00,0.00, 
seq329,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.67,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq330,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq331,0.00,0.00,0.00,0.00,1.57,0.00,0.00,1.00,1.67,1.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,1.00,1.00,1.00, 
seq332,0.00,0.00,0.00,0.00,1.57,0.00,0.00,1.00,1.67,1.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,1.00,1.00,1.00, 
seq333,0.00,0.00,0.00,0.00,0.00,1.40,0.00,1.50,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.50,0.00,0.00, 
seq334,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00, 
seq335,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.29,0.00,1.00,0.00,0.00,1.00, 
seq336,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.44,2.00,1.00,0.00,0.00,1.00, 
seq337,1.00,0.00,0.00,0.00,1.00,1.50,0.00,1.00,1.00,1.40,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq338,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.67, 
seq339,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00, 
seq340,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00, 
seq341,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00, 
seq342,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq343,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq344,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq345,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq346,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq347,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,2.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00, 
seq348,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.40,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.67,1.00,0.00, 
seq349,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.57,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00, 
seq350,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.33,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00, 
seq351,1.00,1.00,1.50,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq352,0.00,0.00,0.00,1.33,0.00,1.00,0.00,1.00,0.00,1.40,0.00,0.00,1.00,1.00,1.67,1.67,1.00,0.00,0.00,0.00, 
seq353,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00, 
seq354,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.50,0.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq355,1.00,1.00,1.00,0.00,0.00,1.40,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00, 
seq356,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq357,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq358,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.50,0.00,1.00,0.00,1.00,1.00, 
seq359,1.00,0.00,1.00,1.67,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq360,1.00,0.00,1.00,1.67,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq361,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00, 
seq362,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.50,0.00,1.00,0.00, 
seq363,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.50,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00, 
seq364,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00, 
seq365,1.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00, 
seq366,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
seq367,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,1.00,0.00, 
seq368,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00, 
seq369,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq370,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
seq371,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.33,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00, 
seq372,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.62,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
seq373,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
seq374,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,2.67,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq375,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.44,0.00,0.00,1.00,0.00,1.33,0.00,1.00,1.00,1.00,1.00, 
seq376,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.33,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00, 
seq377,1.00,0.00,1.00,1.67,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq378,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq379,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00, 
seq380,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.33,0.00,1.50,1.00,1.00,0.00,1.00,1.00, 
seq381,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq382,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.33,1.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,1.00,0.00,0.00, 
seq383,1.00,0.00,1.00,1.00,0.00,1.40,0.00,1.00,1.00,1.40,0.00,0.00,2.14,1.00,1.00,1.50,0.00,0.00,1.00,1.00, 
seq384,1.00,1.00,0.00,1.40,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00, 
seq385,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.50,1.00,1.00,0.00,1.00,1.00,1.57,1.00,1.00,1.00,1.00,0.00, 
seq386,1.77,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.25,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00, 
seq387,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00, 
seq388,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.29,1.00,0.00,0.00,0.00,0.00,1.22,0.00,0.00,1.00,0.00,0.00, 
seq389,1.00,0.00,1.00,1.40,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.33,0.00,1.00,0.00,1.00, 
seq390,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,0.00,0.00,1.00,1.00,1.00, 
seq391,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,5.67,1.00,1.33,1.00,0.00,0.00, 
seq392,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00, 
seq393,0.00,1.67,1.00,0.00,1.00,1.00,0.00,1.50,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq394,1.00,1.33,1.00,0.00,1.00,1.40,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00, 
seq395,1.57,0.00,1.00,0.00,1.00,1.29,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq396,1.00,0.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq397,1.00,0.00,1.00,0.00,1.00,1.29,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq398,1.00,0.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq399,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq400,0.00,1.67,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.67,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq401,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
seq402,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.50,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.50,1.40,0.00,1.00, 
seq403,1.00,0.00,1.00,1.50,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.50,1.00,1.00,1.00,0.00,0.00, 
seq404,1.00,1.00,1.50,1.67,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq405,1.00,0.00,1.00,0.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq406,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.40,1.00,0.00,1.00,0.00,1.40,1.00,1.00,0.00,0.00,1.00, 
seq407,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,2.33,2.33,1.00,1.00, 
seq408,1.00,0.00,1.00,1.00,1.67,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00, 
seq409,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.50,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq410,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00, 
seq411,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.22,1.00,0.00,0.00,0.00,0.00,1.22,0.00,0.00,1.00,0.00,0.00, 
seq412,0.00,1.00,0.00,0.00,0.00,1.18,4.33,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00, 
seq413,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.40,1.22,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq414,1.00,0.00,1.50,1.00,1.00,0.00,1.00,1.00,1.00,1.20,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00, 
seq415,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00, 
seq416,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,2.00,1.50,0.00,0.00, 
seq417,1.00,0.00,1.67,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.22,0.00,1.00,0.00,1.00,2.00,1.00,0.00,0.00, 
seq418,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.57,1.00,1.00,0.00,0.00, 
seq419,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.40,1.00,2.43,1.00,1.00,1.00,1.00,0.00, 
seq420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,0.00,0.00,1.44,1.25,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq421,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.33,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.20,0.00,1.00, 
seq422,1.00,0.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,0.00,1.00, 
seq423,1.00,0.00,1.40,1.44,1.00,0.00,1.00,1.00,1.00,1.17,1.00,0.00,1.00,1.29,1.00,1.00,0.00,1.00,1.00,1.00, 
