ID,PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2
seq264,1.5518,6.2074,0.0,0.0,0.0,2.3278,0.7759,0.0,1.5518,1.5518,0.0,0.0,0.0,0.0,5.4315,2.3278,0.0,1.5518,0.0,3.1037,0.1237,0.1003
seq265,3.2144,4.8217,0.0,0.8036,0.8036,2.4108,0.0,2.4108,0.0,0.8036,0.0,0.0,0.8036,0.8036,3.2144,0.0,0.8036,0.0,0.8036,2.4108,0.0953,0.1011
seq266,7.4336,0.0,0.0,0.0,0.0,0.826,0.0,0.0,4.1298,4.9557,0.0,1.6519,0.0,0.0,0.0,0.0,0.826,2.4779,0.826,0.0,0.0718,0.1022
seq267,2.3273,4.6547,0.0,1.5516,0.0,2.3273,0.0,0.7758,0.0,2.3273,0.0,0.0,0.0,0.0,5.4305,2.3273,2.3273,0.7758,0.0,1.5516,0.1141,0.1101
seq268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8781,2.6342,0.8781,0.0,0.0,3.5123,0.8781,0.0,0.8781,0.0,0.8781,0.0,0.0,0.0681,0.0538
seq269,1.6904,0.8452,1.6904,2.5355,0.0,0.8452,0.0,3.3807,5.9162,2.5355,0.0,3.3807,0.0,0.8452,0.0,1.6904,1.6904,1.6904,0.0,0.8452,0.0916,0.0632
seq270,2.3327,0.0,0.0,1.5551,0.7776,2.3327,0.0,0.7776,0.7776,1.5551,0.0,0.7776,0.7776,0.0,0.7776,0.0,1.5551,0.0,1.5551,0.0,0.1059,0.1165
seq271,1.5482,0.7741,1.5482,0.0,0.7741,0.0,0.0,0.7741,0.7741,1.5482,0.0,0.0,0.0,0.0,0.7741,0.0,2.3224,0.7741,2.3224,0.0,0.1248,0.10099999999999999
seq272,0.8567,0.0,3.427,0.8567,0.0,0.0,0.0,3.427,3.427,2.5702,0.8567,1.7135,2.5702,4.2837,0.0,5.9972,1.7135,2.5702,0.0,1.7135,0.0657,0.0776
seq273,8.4791,0.0,0.8479,0.0,2.5437,1.6958,0.8479,0.8479,0.8479,2.5437,0.8479,4.2395,1.6958,1.6958,2.5437,1.6958,1.6958,0.8479,0.0,0.0,0.0748,0.0773
seq274,3.226,0.8065,0.8065,1.613,0.0,2.4195,0.8065,2.4195,1.613,6.4519,0.0,1.613,0.0,4.839,2.4195,0.0,0.8065,1.613,0.8065,0.8065,0.0933,0.1002
seq275,0.0,5.2534,0.8756,0.8756,2.6267,7.0045,0.0,0.8756,0.0,0.8756,0.0,1.7511,0.8756,0.0,0.0,0.8756,4.3778,0.0,0.0,2.6267,0.0628,0.0617
seq276,0.0,4.4011,0.0,0.0,0.0,1.467,0.0,0.7335,0.0,0.7335,0.0,0.0,0.0,0.0,4.4011,0.0,0.0,1.467,0.0,0.0,0.0951,0.1714
seq277,5.4146,0.0,0.7735,6.1881,0.7735,0.0,0.0,0.7735,4.6411,3.094,0.7735,0.7735,0.0,0.0,0.7735,0.7735,0.0,0.0,3.8676,0.0,0.10099999999999999,0.1255
seq278,0.7829,0.0,0.0,0.0,0.0,0.0,0.0,2.3488,0.7829,1.5659,0.7829,0.7829,0.0,0.0,0.7829,0.0,0.0,0.0,0.0,1.5659,0.0963,0.1207
seq279,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,1.5556,0.7778,1.5556,0.7778,0.7778,0.0,0.7778,0.7778,0.0,0.0,0.0,0.0,1.5556,0.0915,0.1306
seq280,0.8652,0.0,0.0,0.0,0.0,0.0,0.0,2.5957,0.8652,1.7305,0.8652,0.8652,0.0,0.8652,0.0,0.0,0.0,0.0,0.0,1.7305,0.0573,0.0775
seq281,1.7293,0.0,0.0,0.8647,0.8647,2.594,1.7293,1.7293,1.7293,3.4587,0.0,0.0,1.7293,0.0,0.0,0.8647,0.0,4.3234,0.0,0.0,0.0566,0.0788
seq282,0.0,0.0,0.8146,0.8146,0.0,1.6292,0.8146,0.8146,1.6292,0.8146,0.0,0.0,0.0,0.8146,0.8146,0.8146,0.0,0.8146,1.6292,0.0,0.1121,0.0733
seq283,0.0,0.0,0.0,0.0,2.6229,0.0,0.0,0.8743,0.8743,3.4972,0.0,0.0,0.8743,0.0,0.0,1.7486,0.8743,0.8743,0.0,0.0,0.0527,0.073
seq284,0.7567,0.0,0.7567,0.7567,0.7567,0.7567,0.0,2.2701,1.5134,0.7567,0.0,0.0,0.0,0.0,0.0,0.7567,0.0,0.0,0.7567,0.0,0.1007,0.1426
seq285,0.765,0.0,0.765,0.765,0.765,0.765,0.0,2.295,1.53,0.765,0.0,0.0,0.0,0.0,0.0,0.765,0.0,0.0,0.765,0.0,0.1127,0.1223
seq286,0.7708,0.0,1.5415,0.0,0.0,0.0,0.7708,0.7708,3.0831,5.3953,0.7708,0.0,0.0,0.7708,2.3123,0.0,0.7708,2.3123,0.0,0.0,0.1064,0.1229
seq287,0.8219,0.0,1.6437,3.2875,0.0,0.8219,0.8219,1.6437,3.2875,2.4656,0.0,2.4656,0.0,1.6437,1.6437,4.9312,1.6437,0.0,1.6437,0.0,0.0863,0.0919
seq288,4.5608,0.0,0.0,0.0,0.0,3.8007,0.0,4.5608,4.5608,0.0,0.0,0.0,0.0,0.0,0.7601,0.0,0.0,0.0,0.0,0.0,0.1151,0.1247
seq289,0.0,2.361,0.0,0.787,2.361,3.9349,0.787,1.574,0.0,1.574,0.787,0.0,0.0,0.0,2.361,0.0,0.0,3.1479,0.0,0.0,0.1021,0.1109
seq290,0.0,3.2605,0.0,0.8151,0.0,0.8151,0.0,0.0,0.8151,6.5209,0.8151,0.0,0.8151,0.0,2.4453,0.8151,0.8151,2.4453,0.0,0.0,0.0969,0.08800000000000001
seq291,2.6843,0.0,0.0,0.0,0.0,0.0,0.8948,0.0,0.0,0.0,0.0,0.8948,0.8948,0.0,0.0,0.8948,0.8948,1.7895,0.0,0.8948,0.0501,0.0551
seq292,0.0,1.4264,0.0,0.0,0.0,0.0,0.0,0.0,1.4264,2.8529,0.0,0.0,0.0,0.0,2.8529,0.0,0.0,0.0,0.0,0.0,0.1359,0.1509
seq293,0.0,0.832,0.832,0.0,0.0,0.0,0.832,0.0,0.832,1.664,0.0,0.0,0.832,0.0,0.832,2.496,0.0,0.832,0.0,0.0,0.0898,0.0782
seq294,0.7642,0.0,0.0,0.0,0.0,1.5285,0.7642,0.0,0.7642,1.5285,1.5285,0.0,0.0,0.0,1.5285,0.7642,0.0,0.0,0.0,0.0,0.109,0.1268
seq295,0.0,0.0,0.0,0.0,0.0,0.7602,0.0,0.7602,3.0407,0.0,0.0,0.7602,0.7602,0.0,2.2805,0.0,0.0,0.0,0.0,0.7602,0.0954,0.1444
seq296,0.7565,0.0,0.0,0.0,0.0,0.0,0.7565,1.5131,0.0,0.7565,2.2696,0.0,0.0,0.0,2.2696,0.0,0.7565,0.0,0.0,0.0,0.147,0.0965
seq297,0.7648,0.0,0.0,0.0,0.0,0.0,0.7648,0.7648,0.0,0.7648,2.2945,0.0,0.0,0.7648,2.2945,0.0,0.7648,0.0,0.0,0.0,0.1286,0.1066
seq298,0.7639,0.0,0.0,0.0,0.0,0.0,0.7639,1.5277,0.0,0.0,2.2916,0.0,0.0,0.7639,2.2916,0.0,0.7639,0.0,0.0,0.0,0.1361,0.1
seq299,0.7588,0.0,0.0,0.0,0.0,0.0,0.0,1.5177,0.0,0.7588,2.2765,0.0,0.0,0.7588,2.2765,0.0,0.7588,0.0,0.0,0.0,0.1432,0.098
seq300,0.7579,0.0,0.0,0.0,0.0,0.0,0.7579,1.5157,0.0,0.7579,1.5157,0.0,0.0,0.7579,2.2736,0.0,0.7579,0.0,0.0,0.0,0.1358,0.1063
seq301,0.7795,0.0,0.0,0.0,0.0,0.0,0.7795,1.559,0.0,0.7795,2.3385,0.0,0.0,0.7795,1.559,0.0,0.7795,0.0,0.0,0.0,0.1054,0.1151
seq302,0.7647,0.0,0.0,0.0,0.0,0.0,0.7647,1.5295,0.0,0.7647,2.2942,0.0,0.0,0.7647,2.2942,0.0,0.0,0.0,0.0,0.0,0.1316,0.1037
seq303,0.7629,0.0,0.0,0.0,0.0,0.0,0.7629,1.5258,0.0,0.7629,1.5258,0.0,0.0,0.7629,2.2886,0.0,0.7629,0.0,0.0,0.0,0.1329,0.1042
seq304,0.7716,0.0,0.0,0.0,0.0,0.0,0.7716,0.7716,0.0,0.7716,2.3149,0.0,0.0,0.7716,2.3149,0.0,0.7716,0.0,0.0,0.0,0.1236,0.1047
seq305,1.673,0.0,0.0,0.0,2.5095,0.0,0.0,0.8365,0.0,0.8365,0.0,0.0,0.0,0.0,0.8365,0.0,0.0,1.673,0.8365,0.8365,0.0728,0.0907
seq306,0.9072,0.0,0.0,0.0,0.9072,0.0,0.9072,0.0,0.0,0.0,0.0,0.0,3.6286,0.0,0.9072,0.0,2.7215,0.9072,0.0,0.0,0.0466,0.0462
seq307,1.6856,0.0,0.0,0.0,0.8428,0.8428,0.0,0.0,0.8428,0.0,0.0,0.0,0.8428,0.0,0.0,1.6856,0.8428,1.6856,0.8428,0.0,0.09699999999999999,0.0602
seq308,0.0,0.0,0.0,0.0,0.9046,0.0,0.0,0.9046,0.9046,0.9046,0.0,0.0,2.7137,0.0,0.0,2.7137,0.9046,0.0,0.9046,0.0,0.0546,0.0409
seq309,0.8635,0.8635,0.8635,0.0,0.0,0.0,1.727,0.8635,0.0,0.0,0.0,0.8635,0.0,0.0,0.8635,0.0,2.5906,0.0,0.8635,0.0,0.0542,0.0822
seq310,0.8096,1.6192,0.0,0.0,0.8096,2.4288,0.0,0.0,0.8096,0.0,0.0,0.8096,0.8096,0.0,0.0,0.0,0.8096,0.0,1.6192,0.0,0.0974,0.09300000000000001
seq311,0.7943,1.5885,0.0,0.7943,0.7943,2.3828,0.0,0.0,1.5885,0.0,0.0,0.0,0.7943,0.0,0.0,0.0,0.0,0.0,0.7943,0.7943,0.0965,0.1093
seq312,0.804,1.6079,0.0,0.0,0.804,2.4119,0.0,0.0,0.804,0.0,0.0,0.804,0.804,0.804,0.0,0.0,0.0,0.0,1.6079,0.0,0.0949,0.1012
seq313,0.7612,0.0,0.0,0.0,1.5223,0.7612,0.0,2.2835,1.5223,0.7612,0.0,0.0,0.0,0.0,0.0,1.5223,0.0,0.0,0.7612,0.0,0.0939,0.145
seq314,1.6305,0.0,0.0,0.0,0.8153,0.8153,0.0,0.0,0.0,1.6305,0.0,0.0,0.8153,0.0,1.6305,0.8153,0.8153,0.8153,0.8153,0.8153,0.1131,0.0716
seq315,0.0,0.0,0.7527,0.0,0.0,2.2582,0.0,0.7527,0.0,0.0,0.0,0.7527,0.7527,0.7527,3.011,0.7527,0.0,0.7527,0.0,0.0,0.12300000000000001,0.1242
seq316,0.0,0.0,0.7589,0.0,0.0,2.2767,0.0,0.0,0.0,0.0,0.0,1.5178,0.7589,0.7589,3.0356,0.0,0.0,1.5178,0.0,0.0,0.1191,0.122
seq317,1.7097,0.8549,0.8549,0.8549,0.0,0.8549,0.0,0.0,0.0,0.8549,0.0,0.8549,0.0,0.0,0.8549,1.7097,0.8549,1.7097,0.0,0.8549,0.0763,0.0688
seq318,0.0,0.0,0.0,0.8294,1.6589,1.6589,0.8294,2.4883,0.0,0.8294,0.0,0.8294,0.0,0.8294,0.8294,0.0,0.8294,0.8294,0.0,0.0,0.0701,0.1005
seq319,0.9339,0.0,0.0,0.0,0.0,0.0,0.0,0.9339,0.0,1.8679,0.0,0.9339,0.0,1.8679,0.0,4.6696,1.8679,0.9339,0.0,0.0,0.0361,0.03
seq320,0.0,0.0,0.0,0.0,1.6842,2.5263,0.0,0.0,0.8421,2.5263,0.0,0.0,0.0,0.8421,1.6842,0.0,1.6842,0.8421,0.0,0.0,0.0745,0.0834
seq321,2.349,0.0,0.0,0.0,0.0,1.566,0.0,0.0,0.783,0.0,0.0,0.0,0.783,0.0,1.566,0.783,0.0,1.566,1.566,0.783,0.1279,0.0891
seq322,1.6319,0.0,0.0,0.0,0.0,0.0,1.6319,0.0,0.0,0.0,0.0,0.0,0.8159,0.0,1.6319,2.4478,0.8159,2.4478,0.8159,0.0,0.0814,0.1026
seq323,2.349,0.0,0.0,0.0,0.0,1.566,0.0,0.0,0.783,0.0,0.0,0.0,0.783,0.0,1.566,0.783,0.0,1.566,1.566,0.783,0.1279,0.0891
seq324,0.7586,0.0,0.7586,0.0,1.5171,0.7586,0.0,0.0,0.0,1.5171,0.0,0.0,1.5171,1.5171,2.2757,0.0,0.0,0.0,0.7586,0.0,0.1084,0.1331
seq325,1.745,0.8725,0.0,2.6175,0.0,0.0,0.8725,0.0,0.8725,0.8725,0.0,0.8725,0.8725,0.0,0.0,0.8725,1.745,0.8725,0.0,0.0,0.0662,0.0613
seq326,2.4862,0.0,0.8287,0.0,0.0,3.3149,0.0,0.0,0.8287,1.6574,0.8287,0.0,0.0,0.0,0.8287,0.8287,0.0,0.0,0.0,0.0,0.0945,0.0768
seq327,0.0,0.0,0.0,0.0,0.0,2.5395,0.0,0.8465,0.8465,1.693,0.0,0.0,2.5395,0.0,0.8465,2.5395,0.0,0.0,0.0,0.8465,0.0808,0.0728
seq328,1.788,0.894,0.0,1.788,0.0,2.6819,0.0,0.0,0.0,0.894,0.0,0.0,1.788,2.6819,0.0,0.0,0.0,1.788,0.0,0.0,0.0465,0.0595
seq329,0.0,0.0,0.0,0.0,0.0,2.4009,0.0,2.4009,1.6006,0.8003,0.0,0.0,0.0,0.0,1.6006,1.6006,0.0,2.4009,0.0,0.0,0.1186,0.0811
seq330,0.0,0.7633,0.0,0.0,0.7633,0.7633,0.0,0.7633,0.0,0.0,0.0,0.7633,0.0,0.7633,3.8163,1.5265,0.7633,0.7633,0.0,0.0,0.16,0.0767
seq331,0.0,0.0,0.0,0.0,4.3936,0.0,0.0,0.8787,1.7575,0.8787,0.0,0.0,0.0,0.0,2.6362,0.0,0.0,1.7575,0.8787,0.8787,0.040999999999999995,0.0802
seq332,0.0,0.0,0.0,0.0,4.2568,0.0,0.0,0.8514,1.7027,0.8514,0.0,0.0,0.0,0.0,2.5541,0.0,0.0,1.7027,0.8514,0.8514,0.0595,0.0892
seq333,0.0,0.0,0.0,0.0,0.0,3.1957,0.0,2.3968,0.7989,0.7989,0.0,0.0,0.0,0.0,2.3968,1.5979,0.0,2.3968,0.0,0.0,0.0909,0.1102
seq334,1.5229,0.0,0.0,0.0,0.7615,0.0,0.0,1.5229,3.8073,2.2844,0.0,0.0,0.0,0.0,2.2844,0.0,0.0,0.7615,0.0,0.0,0.2205,0.0181
seq335,0.0,0.0,0.0,0.0,0.0,2.9757,0.0,0.7439,0.7439,0.0,0.0,0.0,0.7439,0.7439,4.4635,0.0,1.4878,0.0,0.0,0.7439,0.136,0.1201
seq336,0.0,0.0,0.0,0.0,0.0,2.8354,0.0,0.7089,0.0,0.0,0.0,0.0,0.0,0.7089,4.962,0.7089,1.4177,0.0,0.0,0.7089,0.1389,0.1523
seq337,0.8769,0.0,0.0,0.0,1.7538,2.6307,0.0,1.7538,0.8769,3.5076,0.0,0.0,0.8769,0.0,0.0,1.7538,0.0,0.8769,0.0,0.0,0.0574,0.0657
seq338,2.4708,0.8236,0.8236,1.6472,1.6472,0.8236,0.8236,1.6472,0.8236,0.8236,0.0,0.0,0.0,0.8236,0.0,0.0,0.0,0.0,0.0,1.6472,0.0944,0.08199999999999999
seq339,0.0,0.7608,2.2825,0.7608,0.7608,0.0,0.0,1.5217,0.7608,1.5217,0.0,0.0,0.0,0.0,0.7608,1.5217,0.0,0.7608,2.2825,0.0,0.1463,0.0929
seq340,2.2625,0.0,1.5083,1.5083,1.5083,0.0,0.0,0.0,3.0167,1.5083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7542,0.7542,0.7542,0.1065,0.1393
seq341,2.6305,0.0,0.0,0.0,1.7537,1.7537,0.0,2.6305,0.0,2.6305,0.0,0.0,0.8768,0.0,0.0,0.8768,0.8768,0.8768,0.8768,0.0,0.055999999999999994,0.0672
seq342,2.5194,0.0,0.0,0.0,0.8398,1.6796,0.0,1.6796,0.0,1.6796,0.0,0.0,0.8398,0.8398,0.8398,0.8398,0.8398,0.8398,1.6796,0.0,0.0803,0.0799
seq343,1.6378,0.0,0.0,0.0,0.0,1.6378,0.0,2.4566,0.0,0.8189,0.0,0.0,0.8189,0.8189,0.8189,1.6378,0.8189,0.8189,1.6378,0.8189,0.0971,0.084
seq344,2.5185,0.0,0.0,0.0,0.0,1.679,0.0,1.679,0.0,0.8395,0.0,0.0,0.8395,0.8395,0.8395,1.679,0.8395,0.8395,0.8395,1.679,0.0874,0.0731
seq345,1.6412,0.0,0.8206,0.0,0.0,0.8206,0.0,1.6412,0.0,0.8206,0.0,0.8206,0.8206,0.8206,0.8206,1.6412,0.8206,0.8206,0.8206,1.6412,0.0958,0.0836
seq346,2.4554,0.0,0.8185,0.0,0.0,0.8185,0.0,1.6369,0.0,0.8185,0.0,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,1.6369,0.0947,0.0869
seq347,2.6304,0.0,0.0,0.0,1.7536,2.6304,0.0,0.8768,0.0,4.384,0.8768,0.8768,0.0,0.8768,0.0,0.0,0.0,0.0,0.8768,0.0,0.0624,0.0608
seq348,1.8038,0.0,0.0,0.0,0.0,2.7056,0.0,0.9019,0.0,3.6075,1.8038,0.0,0.0,0.9019,0.0,0.9019,0.9019,1.8038,0.9019,0.0,0.0543,0.0438
seq349,1.7578,0.0,0.0,0.0,0.8789,2.6368,0.0,0.0,0.0,4.3946,1.7578,0.8789,0.0,0.8789,0.0,1.7578,0.0,0.0,0.8789,0.0,0.0751,0.0459
seq350,1.7689,0.0,0.0,0.8845,0.0,2.6534,0.0,0.0,0.0,4.4223,1.7689,0.0,0.0,0.0,0.0,0.8845,1.7689,0.8845,0.8845,0.0,0.0686,0.047
seq351,0.8669,0.8669,2.6007,0.8669,0.0,1.7338,0.0,0.0,2.6007,0.8669,0.0,0.8669,0.8669,0.8669,0.0,0.8669,0.0,0.8669,0.0,0.0,0.0494,0.0836
seq352,0.0,0.0,0.0,4.3161,0.0,0.8632,0.0,0.8632,0.0,3.4529,0.0,0.0,0.8632,0.8632,1.7265,1.7265,0.8632,0.0,0.0,0.0,0.0564,0.0803
seq353,0.0,0.0,0.0,0.0,1.669,0.8345,0.0,2.5035,1.669,2.5035,0.0,1.669,1.669,0.0,0.8345,0.0,1.669,0.0,0.0,0.0,0.096,0.0695
seq354,1.7419,0.0,1.7419,0.0,0.871,0.0,1.7419,0.871,0.0,0.0,0.0,0.871,2.6129,0.0,0.871,0.871,2.6129,0.871,0.0,0.0,0.0531,0.076
seq355,0.7984,0.7984,0.7984,0.0,0.0,3.1936,0.7984,0.0,0.0,0.0,1.5968,0.0,0.0,2.3952,1.5968,0.7984,0.0,0.0,0.7984,1.5968,0.1167,0.0849
seq356,0.0,0.879,2.6371,0.879,0.879,0.0,0.0,2.6371,0.0,1.7581,0.879,0.879,0.879,0.0,0.0,2.6371,0.879,0.879,0.0,0.0,0.0638,0.0571
seq357,0.0,0.8665,2.5994,0.8665,0.8665,0.0,0.0,2.5994,0.0,1.733,0.8665,0.8665,0.8665,0.0,0.0,2.5994,0.8665,0.8665,0.0,0.0,0.0844,0.0491
seq358,1.6001,0.8001,0.0,0.0,2.4002,0.0,0.0,0.8001,1.6001,0.8001,0.0,0.0,0.8001,1.6001,2.4002,0.0,1.6001,0.0,0.8001,0.8001,0.0983,0.1016
seq359,0.834,0.0,1.668,1.668,0.0,0.0,0.0,0.0,3.3359,3.3359,0.0,1.668,0.0,0.0,0.0,1.668,0.834,1.668,0.0,0.0,0.0936,0.0724
seq360,2.5309,0.0,1.6873,1.6873,0.0,0.0,0.0,0.0,3.3745,1.6873,0.0,1.6873,0.0,0.0,0.0,1.6873,0.8436,1.6873,0.0,0.0,0.0893,0.0671
seq361,3.3159,0.0,0.0,0.0,0.829,0.0,0.0,0.0,9.9476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3159,0.0,0.0,0.1533,0.0177
seq362,0.8787,0.0,0.0,0.0,0.8787,0.0,0.8787,0.0,0.0,1.7575,0.8787,1.7575,3.5149,1.7575,0.8787,1.7575,2.6362,0.0,0.8787,0.0,0.0635,0.0578
seq363,0.0,0.0,0.7945,0.0,0.0,0.7945,0.7945,2.3834,2.3834,3.9723,0.0,0.7945,0.0,0.7945,0.7945,0.7945,0.0,1.5889,0.0,0.7945,0.0838,0.1217
seq364,0.0,0.0,0.7487,0.7487,0.0,1.4973,0.0,1.4973,1.4973,1.4973,0.0,0.7487,0.7487,2.246,0.7487,0.0,0.0,0.7487,2.246,0.7487,0.1195,0.1318
seq365,8.2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7511,0.0,0.0983,0.1506
seq366,6.9929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0849,0.1381
seq367,5.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7339,0.0,0.0,0.0,0.6445,0.0,0.1408,0.2147
seq368,3.7216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9773,0.0,0.0,0.0,0.0,0.0,8.9319,0.0,0.0,0.0,0.0,0.0,0.1156,0.1401
seq369,1.5357,0.0,0.7678,2.3035,0.7678,0.7678,0.0,0.7678,2.3035,2.3035,0.0,0.0,0.0,0.0,1.5357,1.5357,0.0,0.7678,0.7678,0.7678,0.1127,0.1195
seq370,4.4452,0.0,0.0,0.0,5.927,0.0,0.0,0.0,6.6678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1178,0.1414
seq371,1.4112,0.0,0.0,0.0,5.6448,0.0,0.0,0.7056,3.528,1.4112,0.0,0.0,0.0,0.0,2.8224,0.0,0.0,0.7056,0.0,0.0,0.1254,0.16899999999999998
seq372,4.666,0.0,0.0,0.0,0.7777,0.0,0.0,0.0,6.9991,5.4437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0921,0.1303
seq373,4.5809,0.0,0.0,0.0,0.7635,0.0,0.0,5.3443,6.8713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0984,0.1381
seq374,0.8398,0.8398,0.8398,2.5194,0.0,0.8398,0.0,0.8398,0.8398,5.0387,0.0,0.0,0.0,0.8398,1.6796,1.6796,1.6796,0.8398,0.0,0.0,0.0635,0.0967
seq375,0.0,0.7247,0.7247,0.0,0.7247,0.7247,0.0,0.0,0.7247,5.0729,0.0,0.0,0.7247,0.0,3.6235,0.0,1.4494,0.7247,0.7247,0.7247,0.1316,0.1437
seq376,3.4719,0.0,0.0,0.0,1.736,3.4719,0.0,2.6039,0.0,4.3399,0.868,0.868,0.0,0.868,0.0,0.868,0.0,0.868,0.868,0.0,0.0645,0.0675
seq377,0.8363,0.0,0.8363,1.6725,0.0,0.0,0.0,0.8363,2.5088,3.345,0.0,4.1813,0.0,0.0,0.8363,2.5088,0.8363,1.6725,0.0,0.0,0.0836,0.0802
seq378,1.6579,0.0,0.8289,2.4868,0.0,0.8289,0.8289,2.4868,0.8289,2.4868,0.0,0.8289,0.0,0.0,0.8289,1.6579,2.4868,1.6579,0.0,0.0,0.0873,0.0837
seq379,2.1963,0.0,0.0,0.0,5.8567,0.0,0.0,0.7321,4.3925,0.7321,0.0,0.0,0.0,0.0,4.3925,0.0,0.0,0.0,0.0,0.0,0.2335,0.0344
seq380,0.0,2.5507,0.0,0.0,0.8502,0.8502,0.8502,0.0,0.0,0.8502,0.8502,0.8502,4.2512,0.0,2.5507,2.5507,2.5507,0.0,0.8502,0.8502,0.069,0.0807
seq381,0.0,0.0,1.675,1.675,0.8375,0.8375,1.675,1.675,3.3499,0.8375,0.8375,0.8375,0.0,1.675,0.0,3.3499,0.0,1.675,0.0,0.0,0.0736,0.08900000000000001
seq382,2.8542,0.0,0.7136,0.0,0.7136,1.4271,0.0,0.7136,3.5678,2.8542,0.0,0.0,0.0,0.0,3.5678,0.0,0.0,2.1407,0.0,0.0,0.1169,0.1696
seq383,0.8246,0.0,0.8246,1.6492,0.0,3.2984,0.0,0.8246,0.8246,3.2984,0.0,0.0,3.2984,1.6492,0.8246,2.4738,0.0,0.0,0.8246,0.8246,0.075,0.1004
seq384,0.8633,0.8633,0.0,3.4532,0.0,0.0,0.8633,3.4532,1.7266,0.8633,0.8633,1.7266,0.8633,0.8633,0.0,0.8633,1.7266,2.5899,0.0,0.8633,0.0654,0.0713
seq385,2.328,1.552,0.0,0.0,1.552,0.776,0.0,0.776,2.328,0.776,0.776,0.0,0.776,0.776,3.8801,0.776,0.776,0.776,1.552,0.0,0.1173,0.1067
seq386,6.6411,0.0,0.0,0.0,0.7379,0.0,0.0,0.7379,5.1653,1.4758,0.0,0.0,0.0,0.0,4.4274,0.0,0.0,0.7379,0.0,0.0,0.1044,0.1577
seq387,3.9507,0.0,0.0,0.0,0.7901,0.0,0.0,0.0,10.2719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3211,0.0,0.0,0.0816,0.1283
seq388,0.6826,0.0,0.0,0.0,4.0954,0.0,0.0,1.3651,4.0954,2.0477,0.0,0.0,0.0,0.0,5.4606,0.0,0.0,0.6826,0.0,0.0,0.127,0.1904
seq389,0.8536,0.0,1.7073,3.4145,0.8536,0.0,0.8536,2.5609,0.8536,0.0,2.5609,2.5609,0.0,0.0,0.0,4.2681,0.0,0.8536,0.0,1.7073,0.0824,0.064
seq390,0.0,0.0,0.0,0.0,0.799,0.799,1.5981,0.0,1.5981,1.5981,0.799,2.3971,2.3971,2.3971,3.1962,0.0,0.0,0.799,3.1962,0.799,0.1093,0.0916
seq391,1.863,0.0,0.0,0.9315,0.0,0.9315,0.9315,0.0,0.0,0.0,0.9315,0.9315,1.863,1.863,7.4518,2.7944,4.6574,0.9315,0.0,0.0,0.0271,0.0414
seq392,2.4088,0.8029,0.8029,2.4088,0.8029,0.8029,0.8029,4.0146,1.6058,0.8029,0.0,0.8029,0.0,1.6058,2.4088,0.8029,0.8029,0.0,0.0,0.8029,0.0916,0.1054
seq393,0.0,1.6005,2.4008,0.0,0.8003,0.8003,0.0,2.4008,0.0,3.201,0.0,0.8003,0.8003,3.201,2.4008,2.4008,0.8003,0.8003,0.8003,0.0,0.1059,0.0938
seq394,0.8449,4.2245,1.6898,0.0,1.6898,3.3796,1.6898,0.8449,2.5347,1.6898,0.0,0.8449,1.6898,0.0,0.8449,0.8449,0.0,0.0,0.0,1.6898,0.0923,0.0628
seq395,4.1744,0.0,0.8349,0.0,2.5046,5.0093,0.8349,1.6698,0.8349,1.6698,0.0,0.0,0.0,0.8349,0.0,1.6698,0.8349,1.6698,0.8349,0.8349,0.0825,0.0826
seq396,2.5355,0.0,0.8452,0.0,1.6903,4.2259,0.8452,0.8452,0.8452,2.5355,0.8452,0.8452,0.0,0.8452,0.0,2.5355,0.8452,2.5355,0.8452,0.8452,0.0794,0.0755
seq397,1.679,0.0,0.8395,0.0,2.5185,5.037,0.8395,0.8395,0.8395,1.679,0.0,0.0,0.0,0.8395,0.0,1.679,1.679,4.1975,0.8395,0.8395,0.0867,0.0738
