ID,PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2
seq1091,0.8231,3.2926,0.8231,0.8231,2.4694,1.6463,1.6463,2.4694,8.2314,3.2926,0.0,0.8231,3.2926,3.2926,4.1157,6.5851,6.5851,3.2926,2.4694,2.4694,0.0881,0.0887
seq1092,2.4366,0.0,1.6244,4.061,0.8122,4.061,0.0,2.4366,5.6854,2.4366,0.8122,0.8122,0.8122,0.8122,1.6244,3.2488,1.6244,4.061,0.0,1.6244,0.1006,0.0872
seq1093,2.4162,4.8324,0.8054,0.0,2.4162,2.4162,1.6108,0.8054,1.6108,0.0,0.0,0.0,0.8054,1.6108,5.6378,2.4162,2.4162,0.0,0.0,0.8054,0.0884,0.1062
seq1094,0.0,1.6735,0.0,0.0,3.347,0.8368,0.0,4.1838,7.5308,0.0,0.0,0.0,1.6735,0.8368,0.0,1.6735,0.0,1.6735,0.0,0.0,0.0948,0.0685
seq1095,1.6653,1.6653,0.0,0.0,2.4979,4.1631,0.8326,0.8326,4.9958,1.6653,0.0,1.6653,0.0,0.0,1.6653,2.4979,2.4979,0.8326,0.0,0.0,0.0908,0.0765
seq1096,0.811,3.2441,2.433,4.8661,0.0,2.433,0.811,0.0,0.811,0.811,0.811,0.0,0.0,2.433,8.1101,0.0,0.0,0.0,0.811,0.0,0.0974,0.0916
seq1097,2.5169,3.3559,0.0,1.6779,0.839,2.5169,1.6779,0.839,0.839,1.6779,1.6779,3.3559,1.6779,0.839,2.5169,4.1948,4.1948,0.839,0.839,2.5169,0.0779,0.0832
seq1098,1.7633,0.0,0.0,0.0,1.7633,0.8816,0.0,2.6449,0.0,2.6449,0.0,0.8816,0.8816,0.0,0.8816,2.6449,0.0,1.7633,0.0,0.0,0.0559,0.0625
seq1099,3.4115,1.7058,0.8529,1.7058,0.8529,1.7058,0.8529,1.7058,0.8529,2.5586,0.0,1.7058,3.4115,1.7058,3.4115,4.2644,2.5586,0.8529,0.0,0.0,0.0694,0.0778
seq1100,0.7987,4.7925,0.7987,0.0,1.5975,1.5975,1.5975,1.5975,2.3962,3.195,0.0,0.7987,0.0,0.0,3.195,0.7987,1.5975,1.5975,0.0,0.7987,0.0949,0.1064
seq1101,0.8264,4.9583,0.8264,0.0,0.8264,3.3055,0.8264,0.8264,0.8264,0.8264,0.0,0.0,0.8264,0.0,4.1319,3.3055,1.6528,2.4792,0.0,1.6528,0.0918,0.0818
seq1102,2.547,5.0941,0.0,0.0,0.849,1.698,1.698,1.698,2.547,1.698,0.0,1.698,0.0,1.698,1.698,2.547,0.849,0.0,0.0,0.849,0.0821,0.0689
seq1103,9.1789,0.0,0.8344,2.5033,0.8344,5.8411,4.1722,3.3378,6.6756,0.8344,0.0,2.5033,0.0,0.8344,0.8344,1.6689,2.5033,7.51,0.0,0.0,0.0784,0.0871
seq1104,9.0067,0.0,0.8188,3.2752,0.8188,4.9127,5.7315,2.4564,8.1879,1.6376,0.0,0.0,0.0,0.0,2.4564,1.6376,1.6376,9.0067,0.0,0.0,0.0829,0.0983
seq1105,5.8798,0.0,0.84,0.84,1.6799,4.1999,0.84,1.6799,5.8798,0.84,0.84,1.6799,0.0,0.0,1.6799,1.6799,1.6799,5.8798,0.0,0.0,0.0722,0.0878
seq1106,0.8361,6.6889,1.6722,3.3445,0.8361,6.6889,1.6722,0.8361,1.6722,0.8361,0.0,2.5083,0.8361,2.5083,3.3445,1.6722,1.6722,0.8361,0.0,2.5083,0.0871,0.0768
seq1107,0.8031,0.0,0.8031,1.6062,3.2124,0.0,0.8031,0.0,4.8185,0.8031,0.0,0.8031,0.0,0.0,0.8031,1.6062,2.4093,0.8031,0.8031,0.0,0.09300000000000001,0.1039
seq1108,0.8228,0.0,0.8228,0.8228,2.4683,0.8228,0.0,3.2911,2.4683,1.6455,1.6455,1.6455,4.9366,0.0,2.4683,0.8228,0.8228,2.4683,0.8228,0.0,0.0805,0.0968
seq1109,1.5918,1.5918,1.5918,0.7959,1.5918,1.5918,0.0,1.5918,1.5918,0.0,0.0,0.7959,0.0,0.0,0.7959,0.0,0.0,0.7959,0.0,0.7959,0.0922,0.1119
seq1110,5.0047,1.6682,0.0,1.6682,1.6682,1.6682,0.0,1.6682,6.6729,5.0047,2.5024,2.5024,1.6682,5.8388,5.0047,1.6682,4.1706,1.6682,1.6682,0.8341,0.0744,0.0914
seq1111,10.8678,1.672,0.836,1.672,2.5079,3.3439,0.0,5.0159,6.6879,5.8519,0.836,2.5079,0.0,2.5079,0.836,3.3439,1.672,5.0159,1.672,0.0,0.0788,0.0852
seq1112,3.3033,6.6065,1.6516,0.8258,0.8258,3.3033,0.0,3.3033,4.1291,0.8258,0.8258,2.4774,1.6516,0.8258,3.3033,3.3033,3.3033,1.6516,0.0,0.8258,0.079,0.0952
seq1113,0.0,5.0604,1.6868,0.0,0.0,2.5302,0.0,0.8434,0.8434,0.0,0.0,0.0,0.8434,0.0,0.0,4.217,2.5302,0.0,3.3736,0.0,0.0864,0.0702
seq1114,0.8614,3.4456,0.0,0.8614,0.8614,0.8614,0.0,0.0,0.0,0.0,0.0,0.8614,0.8614,0.0,0.0,3.4456,1.7228,1.7228,1.7228,0.0,0.065,0.0736
seq1115,0.8922,0.0,0.0,0.0,1.7844,0.8922,0.0,1.7844,0.8922,4.461,0.0,0.0,1.7844,0.8922,0.0,2.6766,0.8922,0.8922,0.0,0.0,0.0438,0.064
seq1116,1.7238,5.1713,1.7238,4.3094,0.8619,1.7238,1.7238,3.4475,1.7238,1.7238,0.0,1.7238,0.8619,0.8619,0.0,2.5856,4.3094,3.4475,0.8619,4.3094,0.0696,0.0685
seq1117,5.0967,5.0967,1.6989,1.6989,2.5484,4.2473,0.8495,1.6989,0.8495,2.5484,0.8495,0.8495,1.6989,0.8495,0.8495,2.5484,0.0,1.6989,0.8495,0.8495,0.0722,0.0783
seq1118,3.3618,5.0426,6.7235,6.7235,1.6809,5.0426,3.3618,3.3618,6.7235,3.3618,0.8404,3.3618,5.0426,0.8404,5.8831,10.0853,7.564,5.0426,0.8404,0.8404,0.0736,0.0859
seq1119,1.6596,1.6596,0.8298,0.0,0.8298,4.1491,0.8298,1.6596,0.0,2.4895,0.8298,1.6596,5.8087,12.4473,5.8087,3.3193,1.6596,3.3193,0.0,0.8298,0.0808,0.0894
seq1120,0.0,0.0,2.5562,5.9646,0.8521,0.8521,0.0,0.8521,8.5208,1.7042,0.0,0.8521,2.5562,1.7042,0.0,2.5562,2.5562,2.5562,0.0,0.0,0.0768,0.0711
seq1121,6.6348,11.6109,4.1468,2.4881,4.1468,9.1229,3.3174,1.6587,10.7816,4.9761,0.8294,4.9761,1.6587,2.4881,8.2935,8.2935,8.2935,2.4881,0.0,6.6348,0.0846,0.0861
seq1122,0.8119,1.6238,2.4357,0.8119,2.4357,16.2377,0.8119,4.8713,1.6238,1.6238,0.0,2.4357,4.0594,0.0,8.1189,7.307,0.0,2.4357,0.0,0.0,0.0887,0.0994
seq1123,0.7879,1.5759,2.3638,0.7879,2.3638,3.9397,0.7879,1.5759,1.5759,0.0,0.0,2.3638,0.7879,0.0,5.5156,3.9397,0.0,1.5759,0.0,0.0,0.105,0.107
seq1124,2.5283,1.6855,2.5283,0.0,0.8428,11.7986,1.6855,1.6855,4.2138,1.6855,0.8428,2.5283,5.0566,0.8428,5.0566,7.5848,2.5283,1.6855,0.8428,0.0,0.0781,0.0792
seq1125,0.7341,0.0,0.7341,0.0,2.9364,5.1388,0.0,0.7341,1.4682,0.7341,0.0,1.4682,0.0,0.0,3.6705,0.0,1.4682,0.7341,0.7341,1.4682,0.1366,0.1293
seq1126,0.8317,1.6634,0.0,0.0,1.6634,1.6634,0.0,1.6634,2.4951,0.0,0.0,2.4951,0.8317,0.0,0.8317,0.0,0.8317,0.8317,0.0,0.8317,0.0862,0.0821
seq1127,1.6478,6.5911,1.6478,2.4717,1.6478,5.7672,0.0,1.6478,5.7672,4.1194,0.0,6.5911,0.0,0.8239,1.6478,2.4717,1.6478,1.6478,2.4717,5.7672,0.0913,0.0848
seq1128,0.0,0.0,0.7387,0.7387,0.0,1.4774,0.0,2.9548,1.4774,1.4774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7387,0.0,0.1025,0.1588
seq1129,2.5754,6.8678,1.717,2.5754,1.717,5.1509,1.717,3.4339,9.4433,1.717,0.0,3.4339,1.717,1.717,0.8585,1.717,3.4339,0.8585,0.0,0.8585,0.0649,0.0766
seq1130,0.0,3.306,3.306,2.4795,0.0,1.653,1.653,0.0,2.4795,0.0,1.653,0.0,0.0,1.653,4.1324,0.8265,0.8265,0.0,0.0,1.653,0.0779,0.0956
seq1131,1.6753,5.026,1.6753,2.513,0.8377,2.513,0.8377,0.8377,8.3766,5.026,0.8377,1.6753,0.8377,3.3506,0.8377,5.026,0.8377,5.026,0.0,0.8377,0.07400000000000001,0.0883
seq1132,0.0,5.3647,0.0,0.8941,0.8941,2.6824,0.0,3.5765,1.7882,0.8941,0.0,0.8941,1.7882,0.0,0.0,3.5765,1.7882,2.6824,0.0,0.8941,0.0554,0.0505
seq1133,5.7927,4.9652,2.4826,3.3101,0.0,2.4826,3.3101,1.6551,4.1377,4.1377,0.0,2.4826,0.8275,2.4826,6.6203,0.8275,0.8275,5.7927,0.0,1.6551,0.0856,0.0869
seq1134,0.0,1.5649,0.0,0.0,0.0,3.9122,0.0,0.7824,1.5649,1.5649,0.7824,1.5649,3.1297,0.7824,6.2594,2.3473,0.7824,1.5649,0.7824,1.5649,0.1189,0.0986
seq1135,4.6698,0.934,0.0,0.0,0.934,3.7358,0.0,3.7358,0.0,2.8019,0.0,3.7358,3.7358,2.8019,0.0,1.8679,1.8679,4.6698,0.0,0.0,0.0352,0.0308
seq1136,12.0702,0.0,0.8622,0.0,0.0,6.0351,0.0,7.7594,5.1729,4.3108,0.0,1.7243,0.0,0.0,0.0,3.4486,5.1729,5.1729,0.8622,2.5865,0.0601,0.0778
seq1137,1.6551,4.9653,0.0,0.8276,2.4827,9.9307,0.8276,0.0,0.8276,0.0,0.0,0.0,1.6551,0.8276,1.6551,1.6551,0.0,0.8276,0.0,0.8276,0.081,0.0915
seq1138,5.2781,2.6391,0.0,0.8797,0.0,4.3984,0.0,1.7594,0.8797,3.5188,0.0,0.8797,0.0,1.7594,0.8797,3.5188,7.0375,1.7594,0.8797,0.8797,0.0548,0.0656
seq1139,3.258,4.8871,0.0,1.629,0.8145,4.8871,2.4435,2.4435,0.8145,1.629,0.0,2.4435,1.629,1.629,6.5161,2.4435,1.629,1.629,0.0,1.629,0.0891,0.0964
seq1140,0.0,1.6282,0.8141,0.8141,0.0,0.8141,0.8141,2.4423,1.6282,2.4423,0.0,2.4423,0.8141,0.0,2.4423,0.0,1.6282,0.0,0.8141,0.8141,0.0917,0.0942
seq1141,1.7044,0.0,0.0,0.0,0.8522,1.7044,0.0,0.8522,0.0,0.8522,0.8522,1.7044,0.0,0.0,0.8522,0.0,0.8522,1.7044,1.7044,0.8522,0.0634,0.0844
seq1142,3.2574,0.0,1.6287,0.8144,0.8144,4.8861,0.8144,3.2574,4.0718,1.6287,0.8144,1.6287,0.0,0.8144,0.0,0.0,0.0,1.6287,0.0,0.0,0.0836,0.102
seq1143,1.8473,0.0,0.0,0.0,0.0,1.8473,0.0,0.9236,0.0,0.0,2.7709,2.7709,12.0074,4.6182,0.0,0.9236,2.7709,0.0,0.0,1.8473,0.0435,0.0328
seq1144,2.5185,0.0,1.679,1.679,0.8395,6.7161,5.8766,0.8395,2.5185,1.679,0.0,1.679,1.679,3.3581,4.1976,15.1112,2.5185,0.8395,1.679,3.3581,0.0818,0.0786
seq1145,1.7551,0.0,0.0,0.0,1.7551,0.0,0.0,3.5103,1.7551,3.5103,0.0,0.0,1.7551,0.0,0.0,2.6327,0.0,0.0,0.0,0.0,0.0517,0.0707
seq1146,0.8457,2.5372,0.0,0.8457,1.6915,1.6915,0.0,2.5372,0.8457,2.5372,0.0,0.0,1.6915,0.0,0.8457,0.8457,1.6915,2.5372,0.0,0.0,0.0721,0.0821
seq1147,2.3113,1.5409,1.5409,1.5409,2.3113,6.9339,0.0,3.8522,5.393,2.3113,1.5409,0.7704,0.0,0.0,2.3113,0.7704,0.7704,1.5409,0.0,0.0,0.1109,0.1187
seq1148,6.6058,0.0,0.8257,0.0,0.0,2.4772,0.0,1.6514,5.78,2.4772,0.0,0.8257,0.8257,0.0,1.6514,1.6514,0.8257,2.4772,0.0,0.0,0.0772,0.0971
seq1149,1.6852,0.0,0.8426,0.0,0.0,0.8426,3.3705,0.0,0.8426,3.3705,0.0,0.0,0.0,0.0,0.0,0.8426,0.0,0.0,0.0,0.0,0.0661,0.0912
seq1150,2.5712,10.2847,2.5712,2.5712,2.5712,5.9994,4.2853,2.5712,6.8565,5.1424,0.0,0.8571,16.2841,1.7141,2.5712,3.4282,2.5712,0.8571,0.0,4.2853,0.0732,0.0697
seq1151,0.7081,0.0,0.7081,0.0,2.8324,3.5405,0.0,3.5405,0.0,2.1243,0.0,0.7081,0.7081,0.7081,7.7891,0.7081,0.0,0.0,0.0,0.0,0.1814,0.1105
seq1152,0.8661,5.1965,1.7322,0.0,0.8661,5.1965,0.0,0.8661,0.0,2.5982,0.0,1.7322,2.5982,1.7322,2.5982,0.8661,0.0,3.4643,0.0,0.0,0.066,0.0679
seq1153,6.6121,2.4795,6.6121,9.9182,3.3061,9.0916,0.8265,5.7856,5.7856,2.4795,1.653,2.4795,4.1326,0.0,3.3061,1.653,4.1326,4.1326,0.0,2.4795,0.0816,0.0919
seq1154,1.5181,0.0,0.0,0.0,0.759,0.0,0.0,1.5181,2.2771,1.5181,0.0,0.0,0.759,0.759,3.0361,0.0,0.0,0.759,1.5181,0.759,0.1104,0.1306
seq1155,0.0,6.0852,0.8693,0.0,5.2159,3.4773,1.7386,0.8693,0.8693,0.8693,0.0,1.7386,0.0,1.7386,0.8693,6.9545,5.2159,0.0,0.0,0.8693,0.0618,0.0689
seq1156,0.8717,0.0,0.0,0.8717,0.8717,4.3585,3.4868,1.7434,0.8717,3.4868,0.8717,0.8717,0.0,0.8717,0.0,0.0,0.0,1.7434,0.0,0.0,0.0684,0.0599
seq1157,2.5603,5.1206,3.4137,1.7069,0.0,2.5603,4.2672,5.1206,11.0947,2.5603,4.2672,2.5603,3.4137,4.2672,4.2672,3.4137,4.2672,7.6809,0.8534,0.8534,0.0657,0.0809
seq1158,4.2156,3.3725,1.6862,1.6862,2.5293,4.2156,5.0587,4.2156,5.0587,1.6862,0.0,1.6862,3.3725,4.2156,5.0587,5.0587,4.2156,5.0587,0.8431,3.3725,0.0717,0.0851
seq1159,4.2315,3.3852,2.5389,4.2315,1.6926,3.3852,2.5389,4.2315,8.463,2.5389,2.5389,3.3852,3.3852,4.2315,2.5389,3.3852,1.6926,5.0778,0.8463,1.6926,0.0838,0.0699
seq1160,1.5926,1.5926,0.0,0.0,0.7963,0.7963,0.7963,0.7963,1.5926,1.5926,0.0,0.7963,0.7963,0.7963,3.1851,0.7963,0.7963,0.0,0.0,0.0,0.1049,0.0988
seq1161,0.7477,0.0,0.0,0.0,0.0,0.7477,0.0,2.2432,0.7477,1.4954,0.0,0.0,0.7477,0.0,1.4954,0.0,0.0,0.0,2.2432,0.0,0.1238,0.1285
seq1162,0.0,0.0,0.0,0.0,0.707,0.707,0.0,0.707,0.0,0.0,0.0,0.0,2.1211,0.0,4.2422,0.0,0.0,0.707,3.5351,0.0,0.1958,0.0972
seq1163,0.0,0.0,0.8353,1.6706,2.506,1.6706,4.1766,1.6706,0.8353,0.8353,0.0,1.6706,0.8353,0.8353,0.0,0.0,0.0,1.6706,0.0,0.0,0.0884,0.0762
seq1164,0.8509,6.8074,1.7018,2.5528,0.8509,7.6583,0.8509,1.7018,2.5528,2.5528,0.0,0.8509,9.3602,2.5528,5.1055,3.4037,5.1055,1.7018,0.8509,0.8509,0.0758,0.0733
seq1165,5.8588,5.0218,0.837,0.0,0.837,3.3479,1.6739,0.837,1.6739,3.3479,0.0,1.6739,0.837,0.0,2.5109,4.1849,2.5109,1.6739,0.837,0.837,0.0772,0.0858
seq1166,1.6865,5.0596,1.6865,0.0,2.5298,0.8433,0.0,1.6865,0.0,0.0,0.0,1.6865,0.0,3.3731,2.5298,2.5298,2.5298,1.6865,0.8433,0.8433,0.0852,0.0715
seq1167,5.8455,5.0104,0.0,0.0,1.6701,10.0209,0.8351,2.5052,2.5052,3.3403,0.0,0.8351,7.5157,0.8351,10.856,30.8978,6.6806,1.6701,0.0,6.6806,0.0796,0.0853
seq1168,0.8847,5.3084,0.8847,0.8847,0.8847,2.6542,0.0,0.0,0.8847,2.6542,0.0,0.8847,0.8847,0.8847,0.8847,2.6542,1.7695,3.5389,0.0,1.7695,0.0508,0.0644
seq1169,0.0,5.4155,0.9026,0.9026,0.0,2.7078,0.0,0.0,1.8052,3.6104,0.0,0.9026,0.9026,0.9026,0.9026,2.7078,2.7078,1.8052,0.0,0.9026,0.0422,0.0552
seq1170,0.8807,0.0,0.0,0.0,3.523,0.0,0.8807,0.8807,2.6422,4.4037,0.0,0.0,2.6422,0.0,0.0,1.7615,0.0,2.6422,0.8807,1.7615,0.0498,0.0695
seq1171,8.2692,1.6538,4.1346,6.6154,1.6538,6.6154,0.8269,3.3077,4.1346,9.9231,2.4808,1.6538,2.4808,3.3077,3.3077,8.2692,2.4808,6.6154,1.6538,3.3077,0.0805,0.0925
seq1172,1.7425,0.0,0.0,0.8712,0.0,0.8712,0.8712,0.0,1.7425,6.0986,0.8712,0.0,2.6137,0.0,0.0,0.0,1.7425,0.8712,0.8712,0.0,0.0518,0.077
seq1173,2.3929,4.7859,1.5953,0.7976,0.7976,5.5835,0.0,2.3929,3.1906,0.7976,2.3929,2.3929,1.5953,0.7976,6.3812,3.1906,3.1906,1.5953,0.7976,0.0,0.1076,0.0948
seq1174,2.5045,0.0,0.0,0.0,0.0,0.8348,0.8348,1.6697,2.5045,1.6697,1.6697,0.0,0.0,0.0,0.0,1.6697,0.0,0.0,0.0,0.0,0.0612,0.10400000000000001
seq1175,1.5582,0.0,0.7791,0.0,0.0,3.1163,0.0,0.0,0.7791,1.5582,0.0,2.3373,0.7791,0.0,3.8954,0.0,2.3373,2.3373,1.5582,0.0,0.1127,0.1082
seq1176,0.7829,0.0,0.0,0.0,0.7829,0.7829,0.0,0.0,0.7829,1.5658,0.0,0.7829,0.0,0.0,0.7829,2.3488,0.7829,0.0,0.7829,0.0,0.0889,0.1282
seq1177,3.8514,0.7703,0.7703,0.0,0.7703,3.8514,0.7703,0.0,2.3108,0.7703,0.0,0.7703,0.0,0.0,3.0811,0.7703,0.7703,2.3108,1.5406,0.0,0.0969,0.1328
seq1178,3.1543,0.7886,0.0,0.0,0.0,3.9429,2.3657,0.0,3.9429,1.5771,0.0,0.7886,0.0,0.0,1.5771,2.3657,0.0,2.3657,1.5771,0.7886,0.1112,0.1002
seq1179,0.0,1.5751,0.0,0.0,1.5751,0.7875,0.0,0.0,3.1502,1.5751,0.0,0.0,1.5751,0.0,0.0,0.7875,0.7875,0.0,1.5751,0.7875,0.1024,0.11
seq1180,0.0,2.6295,0.0,0.8765,1.753,1.753,0.8765,0.8765,1.753,0.8765,0.8765,1.753,0.0,0.8765,0.0,1.753,2.6295,1.753,0.8765,0.0,0.0693,0.0542
seq1181,14.6602,6.0365,2.5871,0.8624,0.0,15.5225,0.0,1.7247,6.0365,4.3118,0.0,1.7247,1.7247,4.3118,3.4494,0.8624,10.3483,0.8624,0.8624,1.7247,0.064,0.0736
seq1182,2.6654,11.5502,3.5539,4.4424,3.5539,5.3309,3.5539,3.5539,1.777,6.2193,0.0,0.8885,15.9926,0.8885,0.8885,5.3309,1.777,0.0,0.0,0.8885,0.0547,0.0568
seq1183,0.8463,0.0,0.0,0.0,0.8463,1.6925,1.6925,0.8463,4.2313,0.0,0.8463,0.0,0.0,4.2313,3.385,0.8463,2.5388,0.0,0.0,0.0,0.0644,0.0894
seq1184,0.0,0.838,0.0,0.0,1.6759,0.838,0.838,0.0,2.5139,2.5139,0.0,0.838,1.6759,0.0,0.0,0.0,0.0,0.838,0.0,0.838,0.10400000000000001,0.0581
seq1185,0.8412,0.0,0.0,0.0,0.8412,0.8412,1.6824,2.5236,3.3648,1.6824,0.8412,1.6824,0.0,0.0,1.6824,0.8412,1.6824,1.6824,0.0,1.6824,0.0949,0.0639
seq1186,0.0,0.827,0.0,0.0,1.654,0.0,0.827,1.654,3.308,1.654,0.0,0.0,0.827,0.827,0.827,0.0,0.0,1.654,0.827,0.0,0.0851,0.0879
seq1187,0.7375,0.7375,0.0,0.0,0.0,1.4749,0.0,0.7375,1.4749,2.2124,0.0,0.0,0.0,0.0,2.2124,0.7375,0.7375,0.0,0.0,0.0,0.1293,0.1333
seq1188,0.0,0.8395,0.0,0.0,0.0,1.679,0.8395,0.0,0.8395,1.679,0.0,0.0,0.8395,0.0,0.8395,0.0,0.0,1.679,0.0,1.679,0.1107,0.0498
seq1189,0.0,0.0,0.0,0.0,0.7694,0.0,0.7694,0.7694,1.5389,3.0778,0.7694,0.7694,0.0,0.0,1.5389,0.7694,0.7694,1.5389,0.0,0.7694,0.1019,0.1287
seq1190,0.0,0.8113,0.0,0.0,0.0,0.8113,0.8113,2.4338,4.0563,2.4338,0.8113,0.8113,0.8113,0.0,1.6225,0.8113,0.0,0.8113,0.0,0.8113,0.0839,0.1048
seq1191,0.0,0.0,0.0,0.0,0.0,0.8043,2.413,1.6087,0.8043,0.8043,0.0,1.6087,0.0,0.8043,0.8043,2.413,0.0,0.0,2.413,0.0,0.1001,0.0955
seq1192,0.0,0.0,0.0,0.0,0.0,1.6226,0.0,1.6226,2.434,0.8113,0.0,0.8113,0.8113,0.8113,10.5472,1.6226,0.8113,0.8113,0.8113,0.0,0.0854,0.1033
seq1193,0.0,0.0,0.0,0.0,0.0,1.4772,0.7386,7.3858,2.9543,1.4772,0.0,0.7386,0.7386,0.0,3.6929,0.0,1.4772,0.0,0.0,0.7386,0.1083,0.1532
seq1194,4.9873,6.6497,8.3121,12.4682,3.3248,6.6497,2.4936,4.1561,12.4682,17.4554,2.4936,6.6497,1.6624,0.8312,4.1561,9.1433,5.8185,10.8057,2.4936,0.0,0.0859,0.0829
seq1195,1.6367,0.0,0.8183,0.0,1.6367,3.2734,0.0,0.8183,2.455,2.455,0.0,0.0,0.0,0.0,0.0,0.8183,0.0,3.2734,0.0,0.0,0.0873,0.0944
seq1196,1.6895,0.0,0.8448,0.0,0.8448,2.5343,1.6895,1.6895,1.6895,2.5343,0.0,0.8448,0.0,0.8448,0.0,0.0,0.8448,3.379,0.0,0.0,0.0699,0.0854
seq1197,3.2809,1.6405,0.0,0.0,1.6405,0.0,0.0,1.6405,2.4607,0.8202,0.0,0.8202,0.8202,0.0,0.8202,0.0,0.0,0.0,0.0,0.0,0.1092,0.0705
seq1198,0.0,0.0,0.8337,0.0,3.3346,2.501,0.0,0.0,0.8337,1.6673,0.0,0.8337,0.8337,0.0,0.0,1.6673,0.0,0.0,0.0,0.0,0.0879,0.0785
seq1199,0.7675,0.0,1.5349,0.0,2.3024,0.0,0.7675,0.7675,1.5349,2.3024,0.7675,0.0,0.0,0.7675,3.0698,2.3024,0.0,1.5349,0.7675,0.0,0.1204,0.1122
seq1200,0.7772,0.0,0.7772,1.5545,1.5545,0.0,1.5545,0.7772,0.7772,3.1089,0.7772,0.0,0.0,1.5545,3.1089,0.0,0.7772,1.5545,0.7772,0.7772,0.1179,0.1049
seq1201,5.8613,5.024,1.6747,0.8373,5.024,12.5599,0.0,2.512,2.512,8.3733,0.8373,4.1866,15.9092,5.024,9.2106,7.5359,7.5359,9.2106,0.8373,5.024,0.0831,0.0796
seq1202,9.9992,0.0,0.0,0.8333,0.0,3.3331,0.0,0.0,16.6653,0.0,0.0,0.0,4.1663,0.8333,0.8333,0.0,1.6665,0.0,0.0,0.0,0.0636,0.1031
seq1203,0.8641,2.5922,0.0,1.7281,0.8641,2.5922,0.0,3.4563,1.7281,0.0,0.0,4.3204,0.0,0.0,0.8641,2.5922,6.9126,2.5922,0.8641,0.8641,0.0751,0.0608
seq1204,0.8375,3.3502,1.6751,0.0,0.8375,3.3502,0.0,0.8375,0.0,0.8375,0.0,0.0,0.0,0.0,0.0,0.0,1.6751,1.6751,1.6751,0.0,0.0785,0.084
seq1205,1.6878,0.0,0.8439,0.0,1.6878,2.5317,0.0,1.6878,3.3757,3.3757,0.0,0.0,0.8439,0.0,0.0,2.5317,0.8439,0.0,0.8439,0.0,0.0713,0.0848
seq1206,3.671,0.0,0.0,0.0,1.4684,2.9368,1.4684,2.2026,1.4684,1.4684,0.0,0.0,1.4684,0.7342,7.342,2.2026,0.0,2.9368,0.7342,3.671,0.1231,0.1427
seq1207,4.8323,0.0,3.2215,0.8054,2.4162,4.8323,0.0,0.0,5.6377,0.8054,1.6108,2.4162,4.0269,5.6377,2.4162,0.8054,0.0,0.8054,1.6108,2.4162,0.0917,0.1029
seq1208,0.8226,6.5807,0.0,1.6452,2.4678,4.9355,3.2904,0.0,2.4678,0.0,0.0,2.4678,0.8226,0.0,5.7581,2.4678,2.4678,1.6452,0.0,0.8226,0.0903,0.0871
seq1209,0.8073,4.8441,2.422,1.6147,0.0,5.6514,2.422,0.0,2.422,0.0,0.0,1.6147,0.8073,0.0,1.6147,2.422,0.8073,1.6147,1.6147,2.422,0.0843,0.1083
seq1210,1.517,4.5509,0.7585,1.517,0.7585,4.5509,0.7585,3.034,0.0,0.0,0.0,2.2755,0.7585,0.0,5.3094,3.034,0.0,0.7585,1.517,0.7585,0.1162,0.1253
seq1211,0.8311,0.0,0.0,0.0,0.0,0.8311,1.6621,2.4932,2.4932,3.3243,0.8311,0.0,0.8311,0.0,0.8311,1.6621,0.0,0.0,0.0,0.0,0.0645,0.1045
seq1212,13.2624,0.0,10.7757,4.1445,2.4867,22.3803,1.6578,9.9468,8.289,5.8023,5.8023,7.4601,2.4867,10.7757,6.6312,9.9468,9.1179,9.9468,4.1445,6.6312,0.0853,0.0858
seq1213,0.7983,0.0,0.0,0.7983,2.3948,3.9913,0.7983,3.193,3.193,3.9913,0.7983,2.3948,0.0,1.5965,1.5965,0.0,0.0,0.0,0.7983,0.0,0.0837,0.11800000000000001
seq1214,0.0,0.0,2.1866,0.7289,2.9155,0.7289,0.0,2.9155,1.4577,1.4577,0.0,1.4577,0.0,0.0,6.5598,0.7289,0.0,0.0,0.0,0.0,0.1544,0.1167
seq1215,0.8051,0.8051,0.8051,0.0,0.8051,0.8051,0.8051,0.0,1.6103,0.8051,0.0,0.8051,0.0,0.8051,4.0257,0.8051,0.0,0.8051,0.0,0.0,0.0798,0.115
seq1216,1.5615,0.7808,3.9039,2.3423,4.6846,2.3423,0.0,3.1231,6.2462,3.9039,0.0,2.3423,0.7808,1.5615,5.4654,3.1231,1.5615,1.5615,0.0,0.0,0.1015,0.1177
seq1217,4.9288,9.8576,4.1073,5.7503,7.3932,16.4294,1.6429,0.8215,4.1073,3.2859,0.0,0.8215,15.6079,2.4644,8.2147,5.7503,3.2859,5.7503,1.6429,3.2859,0.0816,0.0969
seq1218,1.7022,10.2133,5.1066,2.5533,5.1066,23.831,0.8511,3.4044,4.2555,5.9577,0.0,3.4044,9.3622,3.4044,5.9577,1.7022,4.2555,7.66,0.0,2.5533,0.0725,0.0764
