ID,PAAC1_A,PAAC1_C,PAAC1_D,PAAC1_E,PAAC1_F,PAAC1_G,PAAC1_H,PAAC1_I,PAAC1_K,PAAC1_L,PAAC1_M,PAAC1_N,PAAC1_P,PAAC1_Q,PAAC1_R,PAAC1_S,PAAC1_T,PAAC1_V,PAAC1_W,PAAC1_Y,PAAC1_lam1
seq1104,9.989,0.0,0.9081,3.6323,0.9081,5.4485,6.3566,2.7243,9.0809,1.8162,0.0,0.0,0.0,0.0,2.7243,1.8162,1.8162,9.989,0.0,0.0,0.0919
seq1105,6.4459,0.0,0.9208,0.9208,1.8417,4.6042,0.9208,1.8417,6.4459,0.9208,0.9208,1.8417,0.0,0.0,1.8417,1.8417,1.8417,6.4459,0.0,0.0,0.0792
seq1106,0.9057,7.2454,1.8113,3.6227,0.9057,7.2454,1.8113,0.9057,1.8113,0.9057,0.0,2.717,0.9057,2.717,3.6227,1.8113,1.8113,0.9057,0.0,2.717,0.0943
seq1107,0.8962,0.0,0.8962,1.7924,3.5847,0.0,0.8962,0.0,5.3771,0.8962,0.0,0.8962,0.0,0.0,0.8962,1.7924,2.6885,0.8962,0.8962,0.0,0.1038
seq1108,0.9109,0.0,0.9109,0.9109,2.7328,0.9109,0.0,3.6437,2.7328,1.8218,1.8218,1.8218,5.4655,0.0,2.7328,0.9109,0.9109,2.7328,0.9109,0.0,0.0891
seq1109,1.7924,1.7924,1.7924,0.8962,1.7924,1.7924,0.0,1.7924,1.7924,0.0,0.0,0.8962,0.0,0.0,0.8962,0.0,0.0,0.8962,0.0,0.8962,0.1038
seq1110,5.5083,1.8361,0.0,1.8361,1.8361,1.8361,0.0,1.8361,7.3445,5.5083,2.7542,2.7542,1.8361,6.4264,5.5083,1.8361,4.5903,1.8361,1.8361,0.9181,0.0819
seq1111,11.8802,1.8277,0.9139,1.8277,2.7416,3.6554,0.0,5.4832,7.3109,6.397,0.9139,2.7416,0.0,2.7416,0.9139,3.6554,1.8277,5.4832,1.8277,0.0,0.0861
seq1112,3.6508,7.3015,1.8254,0.9127,0.9127,3.6508,0.0,3.6508,4.5635,0.9127,0.9127,2.7381,1.8254,0.9127,3.6508,3.6508,3.6508,1.8254,0.0,0.9127,0.0873
seq1113,0.0,5.4426,1.8142,0.0,0.0,2.7213,0.0,0.9071,0.9071,0.0,0.0,0.0,0.9071,0.0,0.0,4.5355,2.7213,0.0,3.6284,0.0,0.0929
seq1114,0.9298,3.7192,0.0,0.9298,0.9298,0.9298,0.0,0.0,0.0,0.0,0.0,0.9298,0.9298,0.0,0.0,3.7192,1.8596,1.8596,1.8596,0.0,0.0702
seq1115,0.9532,0.0,0.0,0.0,1.9065,0.9532,0.0,1.9065,0.9532,4.7662,0.0,0.0,1.9065,0.9532,0.0,2.8597,0.9532,0.9532,0.0,0.0,0.0468
seq1116,1.8505,5.5515,1.8505,4.6263,0.9253,1.8505,1.8505,3.701,1.8505,1.8505,0.0,1.8505,0.9253,0.9253,0.0,2.7758,4.6263,3.701,0.9253,4.6263,0.0747
seq1117,5.5299,5.5299,1.8433,1.8433,2.7649,4.6082,0.9216,1.8433,0.9216,2.7649,0.9216,0.9216,1.8433,0.9216,0.9216,2.7649,0.0,1.8433,0.9216,0.9216,0.0784
seq1118,3.6779,5.5168,7.3557,7.3557,1.8389,5.5168,3.6779,3.6779,7.3557,3.6779,0.9195,3.6779,5.5168,0.9195,6.4363,11.0336,8.2752,5.5168,0.9195,0.9195,0.0805
seq1119,1.8225,1.8225,0.9112,0.0,0.9112,4.5562,0.9112,1.8225,0.0,2.7337,0.9112,1.8225,6.3787,13.6687,6.3787,3.645,1.8225,3.645,0.0,0.9112,0.0888
seq1120,0.0,0.0,2.7518,6.4209,0.9173,0.9173,0.0,0.9173,9.1727,1.8345,0.0,0.9173,2.7518,1.8345,0.0,2.7518,2.7518,2.7518,0.0,0.0,0.0827
seq1121,7.2596,12.7043,4.5372,2.7223,4.5372,9.9819,3.6298,1.8149,11.7968,5.4447,0.9074,5.4447,1.8149,2.7223,9.0745,9.0745,9.0745,2.7223,0.0,7.2596,0.0926
seq1122,0.9015,1.803,2.7044,0.9015,2.7044,18.0296,0.9015,5.4089,1.803,1.803,0.0,2.7044,4.5074,0.0,9.0148,8.1133,0.0,2.7044,0.0,0.0,0.0985
seq1123,0.8824,1.7648,2.6472,0.8824,2.6472,4.4119,0.8824,1.7648,1.7648,0.0,0.0,2.6472,0.8824,0.0,6.1767,4.4119,0.0,1.7648,0.0,0.0,0.1176
seq1124,2.7456,1.8304,2.7456,0.0,0.9152,12.813,1.8304,1.8304,4.5761,1.8304,0.9152,2.7456,5.4913,0.9152,5.4913,8.2369,2.7456,1.8304,0.9152,0.0,0.0848
seq1125,0.8431,0.0,0.8431,0.0,3.3724,5.9016,0.0,0.8431,1.6862,0.8431,0.0,1.6862,0.0,0.0,4.2155,0.0,1.6862,0.8431,0.8431,1.6862,0.1569
seq1126,0.9061,1.8122,0.0,0.0,1.8122,1.8122,0.0,1.8122,2.7183,0.0,0.0,2.7183,0.9061,0.0,0.9061,0.0,0.9061,0.9061,0.0,0.9061,0.0939
seq1127,1.8005,7.2021,1.8005,2.7008,1.8005,6.3019,0.0,1.8005,6.3019,4.5013,0.0,7.2021,0.0,0.9003,1.8005,2.7008,1.8005,1.8005,2.7008,6.3019,0.0997
seq1128,0.0,0.0,0.8781,0.8781,0.0,1.7563,0.0,3.5125,1.7563,1.7563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8781,0.0,0.1219
seq1129,2.789,7.4373,1.8593,2.789,1.8593,5.578,1.8593,3.7187,10.2263,1.8593,0.0,3.7187,1.8593,1.8593,0.9297,1.8593,3.7187,0.9297,0.0,0.9297,0.0703
seq1130,0.0,3.6556,3.6556,2.7417,0.0,1.8278,1.8278,0.0,2.7417,0.0,1.8278,0.0,0.0,1.8278,4.5695,0.9139,0.9139,0.0,0.0,1.8278,0.0861
seq1131,1.8376,5.5127,1.8376,2.7563,0.9188,2.7563,0.9188,0.9188,9.1878,5.5127,0.9188,1.8376,0.9188,3.6751,0.9188,5.5127,0.9188,5.5127,0.0,0.9188,0.0812
seq1132,0.0,5.65,0.0,0.9417,0.9417,2.825,0.0,3.7667,1.8833,0.9417,0.0,0.9417,1.8833,0.0,0.0,3.7667,1.8833,2.825,0.0,0.9417,0.0583
seq1133,6.3438,5.4375,2.7188,3.625,0.0,2.7188,3.625,1.8125,4.5313,4.5313,0.0,2.7188,0.9063,2.7188,7.25,0.9063,0.9063,6.3438,0.0,1.8125,0.0937
seq1134,0.0,1.7361,0.0,0.0,0.0,4.3403,0.0,0.8681,1.7361,1.7361,0.8681,1.7361,3.4722,0.8681,6.9445,2.6042,0.8681,1.7361,0.8681,1.7361,0.1319
seq1135,4.8183,0.9637,0.0,0.0,0.9637,3.8547,0.0,3.8547,0.0,2.891,0.0,3.8547,3.8547,2.891,0.0,1.9273,1.9273,4.8183,0.0,0.0,0.0363
seq1136,13.0882,0.0,0.9349,0.0,0.0,6.5441,0.0,8.4139,5.6092,4.6744,0.0,1.8697,0.0,0.0,0.0,3.7395,5.6092,5.6092,0.9349,2.8046,0.0651
seq1137,1.8218,5.4653,0.0,0.9109,2.7326,10.9306,0.9109,0.0,0.9109,0.0,0.0,0.0,1.8218,0.9109,1.8218,1.8218,0.0,0.9109,0.0,0.9109,0.0891
seq1138,5.6484,2.8242,0.0,0.9414,0.0,4.707,0.0,1.8828,0.9414,3.7656,0.0,0.9414,0.0,1.8828,0.9414,3.7656,7.5312,1.8828,0.9414,0.9414,0.0586
seq1139,3.6056,5.4083,0.0,1.8028,0.9014,5.4083,2.7042,2.7042,0.9014,1.8028,0.0,2.7042,1.8028,1.8028,7.2111,2.7042,1.8028,1.8028,0.0,1.8028,0.0986
seq1140,0.0,1.7975,0.8988,0.8988,0.0,0.8988,0.8988,2.6963,1.7975,2.6963,0.0,2.6963,0.8988,0.0,2.6963,0.0,1.7975,0.0,0.8988,0.8988,0.1012
seq1141,1.8615,0.0,0.0,0.0,0.9308,1.8615,0.0,0.9308,0.0,0.9308,0.9308,1.8615,0.0,0.0,0.9308,0.0,0.9308,1.8615,1.8615,0.9308,0.0692
seq1142,3.6276,0.0,1.8138,0.9069,0.9069,5.4413,0.9069,3.6276,4.5345,1.8138,0.9069,1.8138,0.0,0.9069,0.0,0.0,0.0,1.8138,0.0,0.0,0.0931
seq1143,1.91,0.0,0.0,0.0,0.0,1.91,0.0,0.955,0.0,0.0,2.865,2.865,12.415,4.775,0.0,0.955,2.865,0.0,0.0,1.91,0.045
seq1144,2.7335,0.0,1.8223,1.8223,0.9112,7.2893,6.3782,0.9112,2.7335,1.8223,0.0,1.8223,1.8223,3.6447,4.5558,16.401,2.7335,0.9112,1.8223,3.6447,0.0888
seq1145,1.8887,0.0,0.0,0.0,1.8887,0.0,0.0,3.7775,1.8887,3.7775,0.0,0.0,1.8887,0.0,0.0,2.8331,0.0,0.0,0.0,0.0,0.0556
seq1146,0.9214,2.7642,0.0,0.9214,1.8428,1.8428,0.0,2.7642,0.9214,2.7642,0.0,0.0,1.8428,0.0,0.9214,0.9214,1.8428,2.7642,0.0,0.0,0.0786
seq1147,2.6226,1.7484,1.7484,1.7484,2.6226,7.8678,0.0,4.371,6.1194,2.6226,1.7484,0.8742,0.0,0.0,2.6226,0.8742,0.8742,1.7484,0.0,0.0,0.1258
seq1148,7.3163,0.0,0.9145,0.0,0.0,2.7436,0.0,1.8291,6.4018,2.7436,0.0,0.9145,0.9145,0.0,1.8291,1.8291,0.9145,2.7436,0.0,0.0,0.0855
seq1149,1.8544,0.0,0.9272,0.0,0.0,0.9272,3.7089,0.0,0.9272,3.7089,0.0,0.0,0.0,0.0,0.0,0.9272,0.0,0.0,0.0,0.0,0.0728
seq1150,2.7639,11.0557,2.7639,2.7639,2.7639,6.4491,4.6065,2.7639,7.3705,5.5278,0.0,0.9213,17.5048,1.8426,2.7639,3.6852,2.7639,0.9213,0.0,4.6065,0.0787
seq1151,0.796,0.0,0.796,0.0,3.1841,3.9802,0.0,3.9802,0.0,2.3881,0.0,0.796,0.796,0.796,8.7564,0.796,0.0,0.0,0.0,0.0,0.204
seq1152,0.9292,5.5749,1.8583,0.0,0.9292,5.5749,0.0,0.9292,0.0,2.7875,0.0,1.8583,2.7875,1.8583,2.7875,0.9292,0.0,3.7166,0.0,0.0,0.0708
seq1153,7.2814,2.7305,7.2814,10.9221,3.6407,10.0119,0.9102,6.3712,6.3712,2.7305,1.8204,2.7305,4.5509,0.0,3.6407,1.8204,4.5509,4.5509,0.0,2.7305,0.0898
seq1154,1.746,0.0,0.0,0.0,0.873,0.0,0.0,1.746,2.619,1.746,0.0,0.0,0.873,0.873,3.4921,0.0,0.0,0.873,1.746,0.873,0.127
seq1155,0.0,6.5357,0.9337,0.0,5.602,3.7347,1.8673,0.9337,0.9337,0.9337,0.0,1.8673,0.0,1.8673,0.9337,7.4694,5.602,0.0,0.0,0.9337,0.0663
seq1156,0.9272,0.0,0.0,0.9272,0.9272,4.6362,3.709,1.8545,0.9272,3.709,0.9272,0.9272,0.0,0.9272,0.0,0.0,0.0,1.8545,0.0,0.0,0.0728
seq1157,2.7856,5.5713,3.7142,1.8571,0.0,2.7856,4.6427,5.5713,12.0711,2.7856,4.6427,2.7856,3.7142,4.6427,4.6427,3.7142,4.6427,8.3569,0.9285,0.9285,0.0715
seq1158,4.6079,3.6863,1.8432,1.8432,2.7647,4.6079,5.5295,4.6079,5.5295,1.8432,0.0,1.8432,3.6863,4.6079,5.5295,5.5295,4.6079,5.5295,0.9216,3.6863,0.0784
seq1159,4.5497,3.6397,2.7298,4.5497,1.8199,3.6397,2.7298,4.5497,9.0994,2.7298,2.7298,3.6397,3.6397,4.5497,2.7298,3.6397,1.8199,5.4596,0.9099,1.8199,0.0901
seq1160,1.7671,1.7671,0.0,0.0,0.8836,0.8836,0.8836,0.8836,1.7671,1.7671,0.0,0.8836,0.8836,0.8836,3.5342,0.8836,0.8836,0.0,0.0,0.0,0.1164
seq1161,0.8579,0.0,0.0,0.0,0.0,0.8579,0.0,2.5738,0.8579,1.7159,0.0,0.0,0.8579,0.0,1.7159,0.0,0.0,0.0,2.5738,0.0,0.1421
seq1162,0.0,0.0,0.0,0.0,0.7831,0.7831,0.0,0.7831,0.0,0.0,0.0,0.0,2.3494,0.0,4.6988,0.0,0.0,0.7831,3.9157,0.0,0.2169
seq1163,0.0,0.0,0.9043,1.8085,2.7128,1.8085,4.5214,1.8085,0.9043,0.9043,0.0,1.8085,0.9043,0.9043,0.0,0.0,0.0,1.8085,0.0,0.0,0.0957
seq1164,0.9182,7.3459,1.8365,2.7547,0.9182,8.2642,0.9182,1.8365,2.7547,2.7547,0.0,0.9182,10.1007,2.7547,5.5095,3.673,5.5095,1.8365,0.9182,0.9182,0.0818
seq1165,6.4085,5.493,0.9155,0.0,0.9155,3.662,1.831,0.9155,1.831,3.662,0.0,1.831,0.9155,0.0,2.7465,4.5775,2.7465,1.831,0.9155,0.9155,0.0845
seq1166,1.8164,5.4493,1.8164,0.0,2.7247,0.9082,0.0,1.8164,0.0,0.0,0.0,1.8164,0.0,3.6329,2.7247,2.7247,2.7247,1.8164,0.9082,0.9082,0.0918
seq1167,6.3909,5.4779,0.0,0.0,1.826,10.9558,0.913,2.7389,2.7389,3.6519,0.0,0.913,8.2168,0.913,11.8688,33.7804,7.3039,1.826,0.0,7.3039,0.087
seq1168,0.9457,5.6739,0.9457,0.9457,0.9457,2.837,0.0,0.0,0.9457,2.837,0.0,0.9457,0.9457,0.9457,0.9457,2.837,1.8913,3.7826,0.0,1.8913,0.0543
seq1169,0.0,5.7319,0.9553,0.9553,0.0,2.8659,0.0,0.0,1.9106,3.8213,0.0,0.9553,0.9553,0.9553,0.9553,2.8659,2.8659,1.9106,0.0,0.9553,0.0447
seq1170,0.9465,0.0,0.0,0.0,3.786,0.0,0.9465,0.9465,2.8395,4.7325,0.0,0.0,2.8395,0.0,0.0,1.893,0.0,2.8395,0.9465,1.893,0.0535
seq1171,9.1124,1.8225,4.5562,7.2899,1.8225,7.2899,0.9112,3.645,4.5562,10.9349,2.7337,1.8225,2.7337,3.645,3.645,9.1124,2.7337,7.2899,1.8225,3.645,0.0888
seq1172,1.8878,0.0,0.0,0.9439,0.0,0.9439,0.9439,0.0,1.8878,6.6074,0.9439,0.0,2.8317,0.0,0.0,0.0,1.8878,0.9439,0.9439,0.0,0.0561
seq1173,2.6435,5.2869,1.7623,0.8812,0.8812,6.1681,0.0,2.6435,3.5246,0.8812,2.6435,2.6435,1.7623,0.8812,7.0492,3.5246,3.5246,1.7623,0.8812,0.0,0.1188
seq1174,2.7951,0.0,0.0,0.0,0.0,0.9317,0.9317,1.8634,2.7951,1.8634,1.8634,0.0,0.0,0.0,0.0,1.8634,0.0,0.0,0.0,0.0,0.0683
seq1175,1.7472,0.0,0.8736,0.0,0.0,3.4943,0.0,0.0,0.8736,1.7472,0.0,2.6207,0.8736,0.0,4.3679,0.0,2.6207,2.6207,1.7472,0.0,0.1264
seq1176,0.8981,0.0,0.0,0.0,0.8981,0.8981,0.0,0.0,0.8981,1.7961,0.0,0.8981,0.0,0.0,0.8981,2.6942,0.8981,0.0,0.8981,0.0,0.1019
seq1177,4.4411,0.8882,0.8882,0.0,0.8882,4.4411,0.8882,0.0,2.6647,0.8882,0.0,0.8882,0.0,0.0,3.5529,0.8882,0.8882,2.6647,1.7765,0.0,0.1118
seq1178,3.5057,0.8764,0.0,0.0,0.0,4.3821,2.6293,0.0,4.3821,1.7528,0.0,0.8764,0.0,0.0,1.7528,2.6293,0.0,2.6293,1.7528,0.8764,0.1236
seq1179,0.0,1.7698,0.0,0.0,1.7698,0.8849,0.0,0.0,3.5396,1.7698,0.0,0.0,1.7698,0.0,0.0,0.8849,0.8849,0.0,1.7698,0.8849,0.1151
seq1180,0.0,2.7803,0.0,0.9268,1.8535,1.8535,0.9268,0.9268,1.8535,0.9268,0.9268,1.8535,0.0,0.9268,0.0,1.8535,2.7803,1.8535,0.9268,0.0,0.0732
seq1181,15.8252,6.5163,2.7927,0.9309,0.0,16.7561,0.0,1.8618,6.5163,4.6545,0.0,1.8618,1.8618,4.6545,3.7236,0.9309,11.1707,0.9309,0.9309,1.8618,0.0691
seq1182,2.8259,12.2457,3.7679,4.7099,3.7679,5.6519,3.7679,3.7679,1.884,6.5939,0.0,0.942,16.9557,0.942,0.942,5.6519,1.884,0.0,0.0,0.942,0.057999999999999996
seq1183,0.9293,0.0,0.0,0.0,0.9293,1.8587,1.8587,0.9293,4.6467,0.0,0.9293,0.0,0.0,4.6467,3.7173,0.9293,2.788,0.0,0.0,0.0,0.0707
seq1184,0.0,0.8896,0.0,0.0,1.7792,0.8896,0.8896,0.0,2.6689,2.6689,0.0,0.8896,1.7792,0.0,0.0,0.0,0.0,0.8896,0.0,0.8896,0.1104
seq1185,0.8986,0.0,0.0,0.0,0.8986,0.8986,1.7972,2.6958,3.5944,1.7972,0.8986,1.7972,0.0,0.0,1.7972,0.8986,1.7972,1.7972,0.0,1.7972,0.1014
seq1186,0.0,0.9067,0.0,0.0,1.8135,0.0,0.9067,1.8135,3.6269,1.8135,0.0,0.0,0.9067,0.9067,0.9067,0.0,0.0,1.8135,0.9067,0.0,0.0933
seq1187,0.8509,0.8509,0.0,0.0,0.0,1.7017,0.0,0.8509,1.7017,2.5526,0.0,0.0,0.0,0.0,2.5526,0.8509,0.8509,0.0,0.0,0.0,0.1491
seq1188,0.0,0.8835,0.0,0.0,0.0,1.767,0.8835,0.0,0.8835,1.767,0.0,0.0,0.8835,0.0,0.8835,0.0,0.0,1.767,0.0,1.767,0.1165
seq1189,0.0,0.0,0.0,0.0,0.8831,0.0,0.8831,0.8831,1.7662,3.5323,0.8831,0.8831,0.0,0.0,1.7662,0.8831,0.8831,1.7662,0.0,0.8831,0.1169
seq1190,0.0,0.9063,0.0,0.0,0.0,0.9063,0.9063,2.7188,4.5314,2.7188,0.9063,0.9063,0.9063,0.0,1.8125,0.9063,0.0,0.9063,0.0,0.9063,0.0937
seq1191,0.0,0.0,0.0,0.0,0.0,0.8893,2.6678,1.7786,0.8893,0.8893,0.0,1.7786,0.0,0.8893,0.8893,2.6678,0.0,0.0,2.6678,0.0,0.1107
seq1192,0.0,0.0,0.0,0.0,0.0,1.8096,0.0,1.8096,2.7144,0.9048,0.0,0.9048,0.9048,0.9048,11.7625,1.8096,0.9048,0.9048,0.9048,0.0,0.0952
seq1193,0.0,0.0,0.0,0.0,0.0,1.7443,0.8722,8.7216,3.4886,1.7443,0.0,0.8722,0.8722,0.0,4.3608,0.0,1.7443,0.0,0.0,0.8722,0.1278
seq1194,5.438,7.2507,9.0634,13.5951,3.6254,7.2507,2.719,4.5317,13.5951,19.0331,2.719,7.2507,1.8127,0.9063,4.5317,9.9697,6.3444,11.7824,2.719,0.0,0.0937
seq1195,1.8072,0.0,0.9036,0.0,1.8072,3.6144,0.0,0.9036,2.7108,2.7108,0.0,0.0,0.0,0.0,0.0,0.9036,0.0,3.6144,0.0,0.0,0.0964
seq1196,1.8472,0.0,0.9236,0.0,0.9236,2.7709,1.8472,1.8472,1.8472,2.7709,0.0,0.9236,0.0,0.9236,0.0,0.0,0.9236,3.6945,0.0,0.0,0.0764
seq1197,3.5299,1.765,0.0,0.0,1.765,0.0,0.0,1.765,2.6474,0.8825,0.0,0.8825,0.8825,0.0,0.8825,0.0,0.0,0.0,0.0,0.0,0.1175
seq1198,0.0,0.0,0.9046,0.0,3.6186,2.7139,0.0,0.0,0.9046,1.8093,0.0,0.9046,0.9046,0.0,0.0,1.8093,0.0,0.0,0.0,0.0,0.0954
seq1199,0.8644,0.0,1.7289,0.0,2.5933,0.0,0.8644,0.8644,1.7289,2.5933,0.8644,0.0,0.0,0.8644,3.4577,2.5933,0.0,1.7289,0.8644,0.0,0.1356
seq1200,0.8683,0.0,0.8683,1.7366,1.7366,0.0,1.7366,0.8683,0.8683,3.4731,0.8683,0.0,0.0,1.7366,3.4731,0.0,0.8683,1.7366,0.8683,0.8683,0.1317
seq1201,6.3683,5.4585,1.8195,0.9098,5.4585,13.6463,0.0,2.7293,2.7293,9.0975,0.9098,4.5488,17.2853,5.4585,10.0073,8.1878,8.1878,10.0073,0.9098,5.4585,0.0902
seq1202,11.1485,0.0,0.0,0.929,0.0,3.7162,0.0,0.0,18.5809,0.0,0.0,0.0,4.6452,0.929,0.929,0.0,1.8581,0.0,0.0,0.0,0.071
seq1203,0.92,2.76,0.0,1.84,0.92,2.76,0.0,3.68,1.84,0.0,0.0,4.6,0.0,0.0,0.92,2.76,7.36,2.76,0.92,0.92,0.08
seq1204,0.9143,3.6572,1.8286,0.0,0.9143,3.6572,0.0,0.9143,0.0,0.9143,0.0,0.0,0.0,0.0,0.0,0.0,1.8286,1.8286,1.8286,0.0,0.0857
seq1205,1.8443,0.0,0.9221,0.0,1.8443,2.7664,0.0,1.8443,3.6886,3.6886,0.0,0.0,0.9221,0.0,0.0,2.7664,0.9221,0.0,0.9221,0.0,0.0779
seq1206,4.2822,0.0,0.0,0.0,1.7129,3.4258,1.7129,2.5693,1.7129,1.7129,0.0,0.0,1.7129,0.8564,8.5644,2.5693,0.0,3.4258,0.8564,4.2822,0.1436
seq1207,5.3864,0.0,3.5909,0.8977,2.6932,5.3864,0.0,0.0,6.2841,0.8977,1.7955,2.6932,4.4887,6.2841,2.6932,0.8977,0.0,0.8977,1.7955,2.6932,0.1023
seq1208,0.9011,7.2088,0.0,1.8022,2.7033,5.4066,3.6044,0.0,2.7033,0.0,0.0,2.7033,0.9011,0.0,6.3077,2.7033,2.7033,1.8022,0.0,0.9011,0.0989
seq1209,0.9054,5.4324,2.7162,1.8108,0.0,6.3378,2.7162,0.0,2.7162,0.0,0.0,1.8108,0.9054,0.0,1.8108,2.7162,0.9054,1.8108,1.8108,2.7162,0.0946
seq1210,1.7343,5.2029,0.8672,1.7343,0.8672,5.2029,0.8672,3.4686,0.0,0.0,0.0,2.6015,0.8672,0.0,6.0701,3.4686,0.0,0.8672,1.7343,0.8672,0.1328
seq1211,0.928,0.0,0.0,0.0,0.0,0.928,1.856,2.784,2.784,3.712,0.928,0.0,0.928,0.0,0.928,1.856,0.0,0.0,0.0,0.0,0.07200000000000001
seq1212,14.5071,0.0,11.787,4.5335,2.7201,24.4807,1.8134,10.8803,9.0669,6.3469,6.3469,8.1602,2.7201,11.787,7.2535,10.8803,9.9736,10.8803,4.5335,7.2535,0.0933
seq1213,0.9051,0.0,0.0,0.9051,2.7152,4.5254,0.9051,3.6203,3.6203,4.5254,0.9051,2.7152,0.0,1.8101,1.8101,0.0,0.0,0.0,0.9051,0.0,0.0949
seq1214,0.0,0.0,2.4756,0.8252,3.3007,0.8252,0.0,3.3007,1.6504,1.6504,0.0,1.6504,0.0,0.0,7.4267,0.8252,0.0,0.0,0.0,0.0,0.1748
seq1215,0.9098,0.9098,0.9098,0.0,0.9098,0.9098,0.9098,0.0,1.8196,0.9098,0.0,0.9098,0.0,0.9098,4.5491,0.9098,0.0,0.9098,0.0,0.0,0.0902
seq1216,1.7699,0.8849,4.4247,2.6548,5.3097,2.6548,0.0,3.5398,7.0796,4.4247,0.0,2.6548,0.8849,1.7699,6.1946,3.5398,1.7699,1.7699,0.0,0.0,0.1151
seq1217,5.4577,10.9154,4.5481,6.3673,8.1865,18.1923,1.8192,0.9096,4.5481,3.6385,0.0,0.9096,17.2826,2.7288,9.0961,6.3673,3.6385,6.3673,1.8192,3.6385,0.0904
seq1218,1.8431,11.0584,5.5292,2.7646,5.5292,25.8028,0.9215,3.6861,4.6076,6.4507,0.0,3.6861,10.1368,3.6861,6.4507,1.8431,4.6076,8.2938,0.0,2.7646,0.0785
seq1219,0.0,5.1866,0.8644,0.0,0.8644,6.051,1.7289,0.8644,2.5933,1.7289,0.0,0.8644,0.8644,0.0,4.3221,0.0,0.8644,0.8644,1.7289,3.4577,0.1356
seq1220,0.9409,5.6453,0.0,0.9409,1.8818,4.7044,0.9409,0.9409,0.9409,0.9409,0.0,3.7635,1.8818,1.8818,0.9409,4.7044,0.9409,0.9409,0.0,1.8818,0.0591
seq1221,0.0,5.4269,0.9045,0.0,2.7135,9.0449,2.7135,3.6179,4.5224,0.9045,0.9045,3.6179,4.5224,2.7135,2.7135,0.9045,1.809,0.0,0.0,2.7135,0.0955
seq1222,0.0,0.0,0.0,0.9222,3.6887,2.7665,0.0,0.9222,5.5331,3.6887,0.9222,0.0,0.9222,0.0,0.9222,1.8444,0.9222,0.9222,0.0,0.0,0.0778
seq1223,1.872,0.0,1.872,0.0,1.872,2.808,0.0,1.872,2.808,2.808,0.0,0.936,0.936,0.0,0.0,5.6161,0.0,0.936,0.936,0.0,0.064
seq1224,1.8683,0.0,0.0,0.0,1.8683,2.8025,0.0,2.8025,1.8683,1.8683,0.9342,0.9342,0.9342,0.0,0.0,1.8683,0.0,0.9342,0.0,0.0,0.0658
seq1225,0.0,0.0,0.0,0.0,0.0,7.3732,0.0,0.0,2.765,6.4516,0.0,1.8433,0.9217,0.0,0.9217,0.0,0.9217,2.765,0.0,0.0,0.0783
seq1226,2.7763,8.3288,3.7017,5.5526,2.7763,0.9254,0.9254,2.7763,6.478,5.5526,0.9254,2.7763,2.7763,2.7763,0.9254,1.8509,4.6271,3.7017,0.0,0.9254,0.0746
seq1227,2.7888,8.3663,1.8592,5.5775,0.9296,0.9296,0.9296,1.8592,9.2959,7.4367,1.8592,0.9296,1.8592,0.9296,0.9296,2.7888,3.7184,0.9296,0.0,0.9296,0.0704
seq1228,0.9639,0.0,0.0,0.0,0.0,0.0,0.9639,0.9639,0.0,0.9639,0.0,0.9639,2.8916,0.9639,0.0,0.9639,0.9639,2.8916,0.0,0.0,0.0361
seq1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2681,0.0,0.0,0.0,0.0,0.0,0.0,3.7802,0.0,0.0,1.5121,1.5121,0.0,0.244
seq1230,0.8696,0.0,0.0,0.8696,0.8696,0.8696,0.0,0.8696,2.6088,0.0,0.0,0.0,0.0,0.0,0.0,1.7392,0.0,1.7392,0.8696,0.0,0.1304
seq1231,1.8501,0.0,0.9251,0.0,0.9251,0.9251,0.0,3.7002,0.9251,1.8501,0.0,0.0,0.0,0.9251,0.0,4.6253,0.0,0.0,0.9251,0.0,0.0749
seq1232,2.7483,0.0,0.9161,0.0,1.8322,2.7483,3.6644,0.9161,0.9161,1.8322,0.9161,0.0,0.0,0.0,0.9161,0.9161,0.0,0.9161,0.9161,0.0,0.0839
seq1233,0.0,3.6536,0.9134,0.0,0.0,0.9134,0.0,0.9134,0.0,0.9134,0.0,0.9134,2.7402,1.8268,6.3937,0.0,0.0,0.9134,0.0,1.8268,0.0866
seq1234,0.8841,3.5366,1.7683,0.0,3.5366,1.7683,1.7683,2.6524,6.189,5.3049,1.7683,5.3049,2.6524,1.7683,7.9573,2.6524,2.6524,2.6524,0.8841,0.8841,0.1159
seq1235,5.3397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1195,0.0,0.0,0.0,2.6698,0.0,0.0,0.0,2.6698,0.8899,0.0,0.0,0.1101
seq1236,8.5278,0.0,0.0,0.0,0.0,1.8951,0.0,0.0,9.4754,0.0,0.0,0.0,3.7901,0.0,0.0,0.9475,0.0,0.9475,0.0,0.0,0.0525
seq1237,1.837,0.9185,1.837,0.0,0.0,2.7555,0.9185,2.7555,4.5924,2.7555,0.0,0.0,1.837,0.0,1.837,1.837,1.837,1.837,1.837,0.0,0.0815
seq1238,2.8027,4.6711,0.0,0.9342,0.0,2.8027,1.8685,0.9342,1.8685,1.8685,0.0,3.7369,0.0,0.0,0.0,2.8027,0.9342,0.9342,1.8685,0.0,0.0658
